"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/01/01","00:00","-0.211","-","0.25"
"2023/01/01","01:00","-0.629","-","-0.17"
"2023/01/01","02:00","-1.01","-","-0.5"
"2023/01/01","03:00","-1.221","-","-0.71"
"2023/01/01","04:00","-1.151","-","-0.68"
"2023/01/01","05:00","-0.851","-","-0.36"
"2023/01/01","06:00","-0.448","-","0.11"
"2023/01/01","07:00","-0.002","-","0.54"
"2023/01/01","08:00","0.448","-","0.97"
"2023/01/01","09:00","0.763","-","1.27"
"2023/01/01","10:00","0.8","-","1.37"
"2023/01/01","11:00","0.58","-","1.13"
"2023/01/01","12:00","0.241","-","0.65"
"2023/01/01","13:00","-0.136","-","0.29"
"2023/01/01","14:00","-0.526","-","-0.01"
"2023/01/01","15:00","-0.827","-","-0.28"
"2023/01/01","16:00","-0.89","-","-0.31"
"2023/01/01","17:00","-0.695","-","-0.15"
"2023/01/01","18:00","-0.365","-","0.21"
"2023/01/01","19:00","0.002","-","0.6"
"2023/01/01","20:00","0.378","-","0.94"
"2023/01/01","21:00","0.676","-","1.2"
"2023/01/01","22:00","0.74","-","1.33"
"2023/01/01","23:00","0.524","-","1.11"
"2023/01/02","00:00","0.148","-","0.65"
"2023/01/02","01:00","-0.263","-","0.22"
"2023/01/02","02:00","-0.681","-","-0.17"
"2023/01/02","03:00","-1.055","-","-0.52"
"2023/01/02","04:00","-1.242","-","-0.68"
"2023/01/02","05:00","-1.149","-","-0.61"
"2023/01/02","06:00","-0.844","-","-0.28"
"2023/01/02","07:00","-0.442","-","0.19"
"2023/01/02","08:00","0.017","-","0.59"
"2023/01/02","09:00","0.481","-","0.98"
"2023/01/02","10:00","0.788","-","1.28"
"2023/01/02","11:00","0.803","-","1.33"
"2023/01/02","12:00","0.569","-","1.04"
"2023/01/02","13:00","0.226","-","0.63"
"2023/01/02","14:00","-0.157","-","0.28"
"2023/01/02","15:00","-0.548","-","-0.07"
"2023/01/02","16:00","-0.831","-","-0.32"
"2023/01/02","17:00","-0.867","-","-0.41"
"2023/01/02","18:00","-0.663","-","-0.23"
"2023/01/02","19:00","-0.344","-","0.15"
"2023/01/02","20:00","0.017","-","0.53"
"2023/01/02","21:00","0.392","-","0.8"
"2023/01/02","22:00","0.676","-","1.07"
"2023/01/02","23:00","0.707","-","1.11"
"2023/01/03","00:00","0.464","-","0.87"
"2023/01/03","01:00","0.079","-","0.42"
"2023/01/03","02:00","-0.336","-","0.02"
"2023/01/03","03:00","-0.757","-","-0.35"
"2023/01/03","04:00","-1.116","-","-0.66"
"2023/01/03","05:00","-1.267","-","-0.77"
"2023/01/03","06:00","-1.139","-","-0.65"
"2023/01/03","07:00","-0.816","-","-0.3"
"2023/01/03","08:00","-0.397","-","0.22"
"2023/01/03","09:00","0.084","-","0.61"
"2023/01/03","10:00","0.553","-","1.01"
"2023/01/03","11:00","0.832","-","1.3"
"2023/01/03","12:00","0.801","-","1.38"
"2023/01/03","13:00","0.532","-","1.09"
"2023/01/03","14:00","0.171","-","0.68"
"2023/01/03","15:00","-0.223","-","0.29"
"2023/01/03","16:00","-0.61","-","-0.09"
"2023/01/03","17:00","-0.861","-","-0.36"
"2023/01/03","18:00","-0.857","-","-0.37"
"2023/01/03","19:00","-0.632","-","-0.12"
"2023/01/03","20:00","-0.305","-","0.3"
"2023/01/03","21:00","0.064","-","0.65"
"2023/01/03","22:00","0.443","-","0.96"
"2023/01/03","23:00","0.7","-","1.18"
"2023/01/04","00:00","0.681","-","1.15"
"2023/01/04","01:00","0.394","-","0.84"
"2023/01/04","02:00","-0.013","-","0.41"
"2023/01/04","03:00","-0.437","-","0.01"
"2023/01/04","04:00","-0.856","-","-0.36"
"2023/01/04","05:00","-1.188","-","-0.64"
"2023/01/04","06:00","-1.287","-","-0.73"
"2023/01/04","07:00","-1.111","-","-0.55"
"2023/01/04","08:00","-0.754","-","-0.15"
"2023/01/04","09:00","-0.308","-","0.32"
"2023/01/04","10:00","0.195","-","0.75"
"2023/01/04","11:00","0.652","-","1.11"
"2023/01/04","12:00","0.875","-","1.33"
"2023/01/04","13:00","0.774","-","1.28"
"2023/01/04","14:00","0.457","-","0.91"
"2023/01/04","15:00","0.072","-","0.49"
"2023/01/04","16:00","-0.329","-","0.12"
"2023/01/04","17:00","-0.698","-","-0.26"
"2023/01/04","18:00","-0.902","-","-0.46"
"2023/01/04","19:00","-0.844","-","-0.45"
"2023/01/04","20:00","-0.583","-","-0.21"
"2023/01/04","21:00","-0.237","-","0.17"
"2023/01/04","22:00","0.147","-","0.57"
"2023/01/04","23:00","0.52","-","0.88"
"2023/01/05","00:00","0.731","-","1.06"
"2023/01/05","01:00","0.642","-","1"
"2023/01/05","02:00","0.299","-","0.57"
"2023/01/05","03:00","-0.133","-","0.14"
"2023/01/05","04:00","-0.564","-","-0.24"
"2023/01/05","05:00","-0.97","-","-0.62"
"2023/01/05","06:00","-1.257","-","-0.86"
"2023/01/05","07:00","-1.29","-","-0.87"
"2023/01/05","08:00","-1.052","-","-0.7"
"2023/01/05","09:00","-0.653","-","-0.24"
"2023/01/05","10:00","-0.175","-","0.22"
"2023/01/05","11:00","0.336","-","0.63"
"2023/01/05","12:00","0.755","-","0.97"
"2023/01/05","13:00","0.895","-","1.15"
"2023/01/05","14:00","0.709","-","1.04"
"2023/01/05","15:00","0.34","-","0.61"
"2023/01/05","16:00","-0.065","-","0.13"
"2023/01/05","17:00","-0.462","-","-0.25"
"2023/01/05","18:00","-0.796","-","-0.51"
"2023/01/05","19:00","-0.936","-","-0.64"
"2023/01/05","20:00","-0.812","-","-0.59"
"2023/01/05","21:00","-0.507","-","-0.28"
"2023/01/05","22:00","-0.135","-","0.15"
"2023/01/05","23:00","0.259","-","0.5"
"2023/01/06","00:00","0.607","-","0.74"
"2023/01/06","01:00","0.748","-","0.9"
"2023/01/06","02:00","0.573","-","0.67"
"2023/01/06","03:00","0.173","-","0.26"
"2023/01/06","04:00","-0.28","-","-0.19"
"2023/01/06","05:00","-0.706","-","-0.6"
"2023/01/06","06:00","-1.084","-","-0.95"
"2023/01/06","07:00","-1.309","-","-1.14"
"2023/01/06","08:00","-1.26","-","-1.11"
"2023/01/06","09:00","-0.953","-","-0.78"
"2023/01/06","10:00","-0.509","-","-0.29"
"2023/01/06","11:00","-0.009","-","0.17"
"2023/01/06","12:00","0.489","-","0.55"
"2023/01/06","13:00","0.84","-","0.93"
"2023/01/06","14:00","0.875","-","1.07"
"2023/01/06","15:00","0.598","-","0.88"
"2023/01/06","16:00","0.185","-","0.4"
"2023/01/06","17:00","-0.227","-","-0.06"
"2023/01/06","18:00","-0.603","-","-0.4"
"2023/01/06","19:00","-0.885","-","-0.61"
"2023/01/06","20:00","-0.948","-","-0.7"
"2023/01/06","21:00","-0.751","-","-0.53"
"2023/01/06","22:00","-0.4","-","-0.13"
"2023/01/06","23:00","-0.008","-","0.22"
"2023/01/07","00:00","0.381","-","0.57"
"2023/01/07","01:00","0.681","-","0.88"
"2023/01/07","02:00","0.731","-","0.93"
"2023/01/07","03:00","0.465","-","0.67"
"2023/01/07","04:00","0.015","-","0.21"
"2023/01/07","05:00","-0.443","-","-0.22"
"2023/01/07","06:00","-0.849","-","-0.66"
"2023/01/07","07:00","-1.179","-","-1.01"
"2023/01/07","08:00","-1.325","-","-1.11"
"2023/01/07","09:00","-1.185","-","-0.95"
"2023/01/07","10:00","-0.808","-","-0.55"
"2023/01/07","11:00","-0.328","-","-0.03"
"2023/01/07","12:00","0.174","-","0.43"
"2023/01/07","13:00","0.63","-","0.87"
"2023/01/07","14:00","0.885","-","1.18"
"2023/01/07","15:00","0.802","-","1.17"
"2023/01/07","16:00","0.442","-","0.81"
"2023/01/07","17:00","0.001","-","0.3"
"2023/01/07","18:00","-0.399","-","-0.09"
"2023/01/07","19:00","-0.737","-","-0.41"
"2023/01/07","20:00","-0.951","-","-0.61"
"2023/01/07","21:00","-0.926","-","-0.56"
"2023/01/07","22:00","-0.656","-","-0.31"
"2023/01/07","23:00","-0.267","-","0.13"
"2023/01/08","00:00","0.131","-","0.49"
"2023/01/08","01:00","0.492","-","0.85"
"2023/01/08","02:00","0.721","-","1.07"
"2023/01/08","03:00","0.669","-","1.04"
"2023/01/08","04:00","0.318","-","0.66"
"2023/01/08","05:00","-0.162","-","0.18"
"2023/01/08","06:00","-0.606","-","-0.24"
"2023/01/08","07:00","-0.973","-","-0.62"
"2023/01/08","08:00","-1.238","-","-0.84"
"2023/01/08","09:00","-1.291","-","-0.83"
"2023/01/08","10:00","-1.059","-","-0.55"
"2023/01/08","11:00","-0.623","-","-0.07"
"2023/01/08","12:00","-0.126","-","0.37"
"2023/01/08","13:00","0.353","-","0.79"
"2023/01/08","14:00","0.736","-","1.13"
"2023/01/08","15:00","0.874","-","1.27"
"2023/01/08","16:00","0.674","-","1.11"
"2023/01/08","17:00","0.248","-","0.59"
"2023/01/08","18:00","-0.198","-","0.17"
"2023/01/08","19:00","-0.566","-","-0.19"
"2023/01/08","20:00","-0.849","-","-0.48"
"2023/01/08","21:00","-0.983","-","-0.57"
"2023/01/08","22:00","-0.868","-","-0.43"
"2023/01/08","23:00","-0.533","-","-0.07"
"2023/01/09","00:00","-0.122","-","0.35"
"2023/01/09","01:00","0.262","-","0.69"
"2023/01/09","02:00","0.575","-","0.98"
"2023/01/09","03:00","0.715","-","1.13"
"2023/01/09","04:00","0.56","-","0.97"
"2023/01/09","05:00","0.144","-","0.5"
"2023/01/09","06:00","-0.342","-","0.05"
"2023/01/09","07:00","-0.75","-","-0.3"
"2023/01/09","08:00","-1.061","-","-0.63"
"2023/01/09","09:00","-1.248","-","-0.8"
"2023/01/09","10:00","-1.203","-","-0.68"
"2023/01/09","11:00","-0.886","-","-0.31"
"2023/01/09","12:00","-0.411","-","0.06"
"2023/01/09","13:00","0.076","-","0.48"
"2023/01/09","14:00","0.502","-","0.94"
"2023/01/09","15:00","0.789","-","1.26"
"2023/01/09","16:00","0.802","-","1.32"
"2023/01/09","17:00","0.497","-","1.02"
"2023/01/09","18:00","0.032","-","0.51"
"2023/01/09","19:00","-0.394","-","0.14"
"2023/01/09","20:00","-0.714","-","-0.18"
"2023/01/09","21:00","-0.932","-","-0.43"
"2023/01/09","22:00","-0.979","-","-0.43"
"2023/01/09","23:00","-0.778","-","-0.18"
"2023/01/10","00:00","-0.394","-","0.25"
"2023/01/10","01:00","0.02","-","0.6"
"2023/01/10","02:00","0.37","-","0.94"
"2023/01/10","03:00","0.617","-","1.22"
"2023/01/10","04:00","0.663","-","1.32"
"2023/01/10","05:00","0.419","-","1.05"
"2023/01/10","06:00","-0.037","-","0.55"
"2023/01/10","07:00","-0.502","-","0.13"
"2023/01/10","08:00","-0.856","-","-0.23"
"2023/01/10","09:00","-1.101","-","-0.53"
"2023/01/10","10:00","-1.204","-","-0.55"
"2023/01/10","11:00","-1.066","-","-0.39"
"2023/01/10","12:00","-0.681","-","-0.04"
"2023/01/10","13:00","-0.193","-","0.4"
"2023/01/10","14:00","0.256","-","0.86"
"2023/01/10","15:00","0.605","-","1.26"
"2023/01/10","16:00","0.781","-","1.45"
"2023/01/10","17:00","0.673","-","1.35"
"2023/01/10","18:00","0.289","-","0.91"
"2023/01/10","19:00","-0.188","-","0.42"
"2023/01/10","20:00","-0.574","-","0.08"
"2023/01/10","21:00","-0.836","-","-0.25"
"2023/01/10","22:00","-0.982","-","-0.36"
"2023/01/10","23:00","-0.944","-","-0.27"
"2023/01/11","00:00","-0.668","-","0.04"
"2023/01/11","01:00","-0.253","-","0.41"
"2023/01/11","02:00","0.143","-","0.74"
"2023/01/11","03:00","0.444","-","1.06"
"2023/01/11","04:00","0.619","-","1.23"
"2023/01/11","05:00","0.579","-","1.22"
"2023/01/11","06:00","0.266","-","0.81"
"2023/01/11","07:00","-0.202","-","0.35"
"2023/01/11","08:00","-0.626","-","-0.03"
"2023/01/11","09:00","-0.917","-","-0.41"
"2023/01/11","10:00","-1.093","-","-0.59"
"2023/01/11","11:00","-1.115","-","-0.55"
"2023/01/11","12:00","-0.896","-","-0.28"
"2023/01/11","13:00","-0.467","-","0.19"
"2023/01/11","14:00","0.006","-","0.61"
"2023/01/11","15:00","0.393","-","1"
"2023/01/11","16:00","0.651","-","1.34"
"2023/01/11","17:00","0.717","-","1.41"
"2023/01/11","18:00","0.506","-","1.17"
"2023/01/11","19:00","0.069","-","0.76"
"2023/01/11","20:00","-0.394","-","0.35"
"2023/01/11","21:00","-0.728","-","0.01"
"2023/01/11","22:00","-0.929","-","-0.23"
"2023/01/11","23:00","-1.006","-","-0.32"
"2023/01/12","00:00","-0.889","-","-0.15"
"2023/01/12","01:00","-0.554","-","0.21"
"2023/01/12","02:00","-0.127","-","0.58"
"2023/01/12","03:00","0.237","-","0.91"
"2023/01/12","04:00","0.484","-","1.2"
"2023/01/12","05:00","0.592","-","1.34"
"2023/01/12","06:00","0.481","-","1.19"
"2023/01/12","07:00","0.127","-","0.77"
"2023/01/12","08:00","-0.33","-","0.37"
"2023/01/12","09:00","-0.701","-","0"
"2023/01/12","10:00","-0.931","-","-0.27"
"2023/01/12","11:00","-1.046","-","-0.36"
"2023/01/12","12:00","-0.997","-","-0.28"
"2023/01/12","13:00","-0.715","-","0.07"
"2023/01/12","14:00","-0.269","-","0.52"
"2023/01/12","15:00","0.165","-","0.88"
"2023/01/12","16:00","0.477","-","1.23"
"2023/01/12","17:00","0.644","-","1.46"
"2023/01/12","18:00","0.613","-","1.39"
"2023/01/12","19:00","0.325","-","1"
"2023/01/12","20:00","-0.138","-","0.6"
"2023/01/12","21:00","-0.57","-","0.27"
"2023/01/12","22:00","-0.851","-","-0.07"
"2023/01/12","23:00","-0.997","-","-0.24"
"2023/01/13","00:00","-1.014","-","-0.25"
"2023/01/13","01:00","-0.83","-","-0.07"
"2023/01/13","02:00","-0.453","-","0.3"
"2023/01/13","03:00","-0.03","-","0.62"
"2023/01/13","04:00","0.296","-","0.97"
"2023/01/13","05:00","0.496","-","1.25"
"2023/01/13","06:00","0.554","-","1.37"
"2023/01/13","07:00","0.396","-","1.22"
"2023/01/13","08:00","0.023","-","0.79"
"2023/01/13","09:00","-0.408","-","0.43"
"2023/01/13","10:00","-0.728","-","0.05"
"2023/01/13","11:00","-0.909","-","-0.14"
"2023/01/13","12:00","-0.976","-","-0.2"
"2023/01/13","13:00","-0.873","-","-0.06"
"2023/01/13","14:00","-0.549","-","0.34"
"2023/01/13","15:00","-0.108","-","0.82"
"2023/01/13","16:00","0.273","-","1.14"
"2023/01/13","17:00","0.511","-","1.5"
"2023/01/13","18:00","0.602","-","1.51"
"2023/01/13","19:00","0.497","-","1.32"
"2023/01/13","20:00","0.156","-","0.84"
"2023/01/13","21:00","-0.312","-","0.44"
"2023/01/13","22:00","-0.71","-","0.07"
"2023/01/13","23:00","-0.946","-","-0.22"
"2023/01/14","00:00","-1.053","-","-0.37"
"2023/01/14","01:00","-1.021","-","-0.39"
"2023/01/14","02:00","-0.786","-","-0.15"
"2023/01/14","03:00","-0.382","-","0.12"
"2023/01/14","04:00","0.028","-","0.49"
"2023/01/14","05:00","0.324","-","0.89"
"2023/01/14","06:00","0.496","-","1.15"
"2023/01/14","07:00","0.526","-","1.21"
"2023/01/14","08:00","0.342","-","0.95"
"2023/01/14","09:00","-0.034","-","0.46"
"2023/01/14","10:00","-0.436","-","0.11"
"2023/01/14","11:00","-0.717","-","-0.22"
"2023/01/14","12:00","-0.868","-","-0.32"
"2023/01/14","13:00","-0.906","-","-0.31"
"2023/01/14","14:00","-0.764","-","-0.14"
"2023/01/14","15:00","-0.419","-","0.17"
"2023/01/14","16:00","0.002","-","0.51"
"2023/01/14","17:00","0.329","-","0.87"
"2023/01/14","18:00","0.51","-","1.18"
"2023/01/14","19:00","0.549","-","1.3"
"2023/01/14","20:00","0.396","-","1.09"
"2023/01/14","21:00","0.023","-","0.69"
"2023/01/14","22:00","-0.441","-","0.31"
"2023/01/14","23:00","-0.811","-","-0.07"
"2023/01/15","00:00","-1.023","-","-0.36"
"2023/01/15","01:00","-1.108","-","-0.47"
"2023/01/15","02:00","-1.044","-","-0.43"
"2023/01/15","03:00","-0.771","-","-0.2"
"2023/01/15","04:00","-0.351","-","0.12"
"2023/01/15","05:00","0.049","-","0.45"
"2023/01/15","06:00","0.331","-","0.76"
"2023/01/15","07:00","0.501","-","1.01"
"2023/01/15","08:00","0.526","-","1.12"
"2023/01/15","09:00","0.333","-","0.89"
"2023/01/15","10:00","-0.041","-","0.56"
"2023/01/15","11:00","-0.423","-","0.19"
"2023/01/15","12:00","-0.685","-","-0.08"
"2023/01/15","13:00","-0.829","-","-0.21"
"2023/01/15","14:00","-0.855","-","-0.15"
"2023/01/15","15:00","-0.691","-","0.11"
"2023/01/15","16:00","-0.337","-","0.44"
"2023/01/15","17:00","0.06","-","0.71"
"2023/01/15","18:00","0.348","-","1.03"
"2023/01/15","19:00","0.498","-","1.25"
"2023/01/15","20:00","0.514","-","1.31"
"2023/01/15","21:00","0.334","-","1.13"
"2023/01/15","22:00","-0.059","-","0.76"
"2023/01/15","23:00","-0.523","-","0.37"
"2023/01/16","00:00","-0.882","-","0.04"
"2023/01/16","01:00","-1.092","-","-0.3"
"2023/01/16","02:00","-1.178","-","-0.43"
"2023/01/16","03:00","-1.096","-","-0.36"
"2023/01/16","04:00","-0.795","-","-0.05"
"2023/01/16","05:00","-0.361","-","0.38"
"2023/01/16","06:00","0.04","-","0.8"
"2023/01/16","07:00","0.334","-","1.2"
"2023/01/16","08:00","0.527","-","1.51"
"2023/01/16","09:00","0.566","-","1.55"
"2023/01/16","10:00","0.369","-","1.35"
"2023/01/16","11:00","-0.009","-","0.9"
"2023/01/16","12:00","-0.388","-","0.56"
"2023/01/16","13:00","-0.655","-","0.27"
"2023/01/16","14:00","-0.813","-","0.12"
"2023/01/16","15:00","-0.84","-","0.2"
"2023/01/16","16:00","-0.664","-","0.4"
"2023/01/16","17:00","-0.305","-","0.71"
"2023/01/16","18:00","0.077","-","1.05"
"2023/01/16","19:00","0.349","-","1.38"
"2023/01/16","20:00","0.501","-","1.58"
"2023/01/16","21:00","0.518","-","1.61"
"2023/01/16","22:00","0.324","-","1.29"
"2023/01/16","23:00","-0.089","-","0.92"
"2023/01/17","00:00","-0.564","-","0.53"
"2023/01/17","01:00","-0.935","-","0.14"
"2023/01/17","02:00","-1.167","-","-0.2"
"2023/01/17","03:00","-1.269","-","-0.33"
"2023/01/17","04:00","-1.179","-","-0.22"
"2023/01/17","05:00","-0.856","-","0.11"
"2023/01/17","06:00","-0.404","-","0.56"
"2023/01/17","07:00","0.017","-","0.95"
"2023/01/17","08:00","0.35","-","1.33"
"2023/01/17","09:00","0.587","-","1.62"
"2023/01/17","10:00","0.645","-","1.67"
"2023/01/17","11:00","0.438","-","1.38"
"2023/01/17","12:00","0.044","-","0.89"
"2023/01/17","13:00","-0.352","-","0.53"
"2023/01/17","14:00","-0.646","-","0.21"
"2023/01/17","15:00","-0.833","-","0.02"
"2023/01/17","16:00","-0.87","-","0.02"
"2023/01/17","17:00","-0.683","-","0.23"
"2023/01/17","18:00","-0.315","-","0.63"
"2023/01/17","19:00","0.069","-","0.95"
"2023/01/17","20:00","0.355","-","1.23"
"2023/01/17","21:00","0.536","-","1.47"
"2023/01/17","22:00","0.571","-","1.47"
"2023/01/17","23:00","0.364","-","1.2"
"2023/01/18","00:00","-0.077","-","0.79"
"2023/01/18","01:00","-0.579","-","0.36"
"2023/01/18","02:00","-0.983","-","-0.06"
"2023/01/18","03:00","-1.255","-","-0.39"
"2023/01/18","04:00","-1.384","-","-0.55"
"2023/01/18","05:00","-1.289","-","-0.44"
"2023/01/18","06:00","-0.941","-","-0.07"
"2023/01/18","07:00","-0.46","-","0.43"
"2023/01/18","08:00","0.001","-","0.83"
"2023/01/18","09:00","0.393","-","1.22"
"2023/01/18","10:00","0.683","-","1.52"
"2023/01/18","11:00","0.753","-","1.61"
"2023/01/18","12:00","0.523","-","1.32"
"2023/01/18","13:00","0.094","-","0.86"
"2023/01/18","14:00","-0.337","-","0.44"
"2023/01/18","15:00","-0.673","-","0.07"
"2023/01/18","16:00","-0.896","-","-0.18"
"2023/01/18","17:00","-0.943","-","-0.2"
"2023/01/18","18:00","-0.74","-","0.03"
"2023/01/18","19:00","-0.352","-","0.47"
"2023/01/18","20:00","0.055","-","0.82"
"2023/01/18","21:00","0.382","-","1.13"
"2023/01/18","22:00","0.611","-","1.4"
"2023/01/18","23:00","0.667","-","1.5"
"2023/01/19","00:00","0.439","-","1.21"
"2023/01/19","01:00","-0.041","-","0.69"
"2023/01/19","02:00","-0.585","-","0.23"
"2023/01/19","03:00","-1.034","-","-0.24"
"2023/01/19","04:00","-1.356","-","-0.64"
"2023/01/19","05:00","-1.512","-","-0.82"
"2023/01/19","06:00","-1.408","-","-0.7"
"2023/01/19","07:00","-1.028","-","-0.27"
"2023/01/19","08:00","-0.506","-","0.31"
"2023/01/19","09:00","0.012","-","0.77"
"2023/01/19","10:00","0.473","-","1.22"
"2023/01/19","11:00","0.807","-","1.57"
"2023/01/19","12:00","0.872","-","1.63"
"2023/01/19","13:00","0.598","-","1.32"
"2023/01/19","14:00","0.12","-","0.78"
"2023/01/19","15:00","-0.358","-","0.32"
"2023/01/19","16:00","-0.741","-","-0.09"
"2023/01/19","17:00","-0.999","-","-0.39"
"2023/01/19","18:00","-1.048","-","-0.44"
"2023/01/19","19:00","-0.82","-","-0.19"
"2023/01/19","20:00","-0.397","-","0.3"
"2023/01/19","21:00","0.052","-","0.76"
"2023/01/19","22:00","0.437","-","1.15"
"2023/01/19","23:00","0.719","-","1.43"
"2023/01/20","00:00","0.786","-","1.47"
"2023/01/20","01:00","0.525","-","1.1"
"2023/01/20","02:00","-0.005","-","0.5"
"2023/01/20","03:00","-0.594","-","-0.03"
"2023/01/20","04:00","-1.093","-","-0.53"
"2023/01/20","05:00","-1.462","-","-0.92"
"2023/01/20","06:00","-1.637","-","-1.1"
"2023/01/20","07:00","-1.514","-","-0.98"
"2023/01/20","08:00","-1.092","-","-0.56"
"2023/01/20","09:00","-0.519","-","0.04"
"2023/01/20","10:00","0.062","-","0.55"
"2023/01/20","11:00","0.585","-","1.04"
"2023/01/20","12:00","0.944","-","1.35"
"2023/01/20","13:00","0.976","-","1.42"
"2023/01/20","14:00","0.64","-","1.05"
"2023/01/20","15:00","0.105","-","0.46"
"2023/01/20","16:00","-0.42","-","-0.07"
"2023/01/20","17:00","-0.847","-","-0.53"
"2023/01/20","18:00","-1.131","-","-0.81"
"2023/01/20","19:00","-1.17","-","-0.9"
"2023/01/20","20:00","-0.903","-","-0.62"
"2023/01/20","21:00","-0.435","-","-0.1"
"2023/01/20","22:00","0.067","-","0.42"
"2023/01/20","23:00","0.515","-","0.85"
"2023/01/21","00:00","0.84","-","1.17"
"2023/01/21","01:00","0.903","-","1.28"
"2023/01/21","02:00","0.596","-","0.87"
"2023/01/21","03:00","0.015","-","0.23"
"2023/01/21","04:00","-0.616","-","-0.3"
"2023/01/21","05:00","-1.155","-","-0.82"
"2023/01/21","06:00","-1.557","-","-1.22"
"2023/01/21","07:00","-1.736","-","-1.4"
"2023/01/21","08:00","-1.579","-","-1.28"
"2023/01/21","09:00","-1.108","-","-0.8"
"2023/01/21","10:00","-0.484","-","-0.13"
"2023/01/21","11:00","0.152","-","0.48"
"2023/01/21","12:00","0.715","-","1.03"
"2023/01/21","13:00","1.067","-","1.39"
"2023/01/21","14:00","1.041","-","1.46"
"2023/01/21","15:00","0.633","-","1"
"2023/01/21","16:00","0.044","-","0.35"
"2023/01/21","17:00","-0.52","-","-0.15"
"2023/01/21","18:00","-0.979","-","-0.61"
"2023/01/21","19:00","-1.273","-","-0.88"
"2023/01/21","20:00","-1.286","-","-0.91"
"2023/01/21","21:00","-0.972","-","-0.62"
"2023/01/21","22:00","-0.454","-","-0.05"
"2023/01/21","23:00","0.102","-","0.51"
"2023/01/22","00:00","0.601","-","0.99"
"2023/01/22","01:00","0.951","-","1.32"
"2023/01/22","02:00","0.989","-","1.38"
"2023/01/22","03:00","0.631","-","0.97"
"2023/01/22","04:00","0.009","-","0.32"
"2023/01/22","05:00","-0.647","-","-0.26"
"2023/01/22","06:00","-1.208","-","-0.79"
"2023/01/22","07:00","-1.624","-","-1.18"
"2023/01/22","08:00","-1.787","-","-1.34"
"2023/01/22","09:00","-1.585","-","-1.14"
"2023/01/22","10:00","-1.065","-","-0.64"
"2023/01/22","11:00","-0.398","-","0.06"
"2023/01/22","12:00","0.271","-","0.69"
"2023/01/22","13:00","0.842","-","1.24"
"2023/01/22","14:00","1.153","-","1.58"
"2023/01/22","15:00","1.049","-","1.57"
"2023/01/22","16:00","0.57","-","1.01"
"2023/01/22","17:00","-0.059","-","0.35"
"2023/01/22","18:00","-0.644","-","-0.17"
"2023/01/22","19:00","-1.117","-","-0.7"
"2023/01/22","20:00","-1.402","-","-1.02"
"2023/01/22","21:00","-1.377","-","-1.04"
"2023/01/22","22:00","-1.012","-","-0.65"
"2023/01/22","23:00","-0.449","-","-0.04"
"2023/01/23","00:00","0.147","-","0.53"
"2023/01/23","01:00","0.677","-","0.97"
"2023/01/23","02:00","1.026","-","1.33"
"2023/01/23","03:00","1.025","-","1.37"
"2023/01/23","04:00","0.62","-","0.89"
"2023/01/23","05:00","-0.023","-","0.23"
"2023/01/23","06:00","-0.679","-","-0.29"
"2023/01/23","07:00","-1.239","-","-0.83"
"2023/01/23","08:00","-1.646","-","-1.25"
"2023/01/23","09:00","-1.774","-","-1.37"
"2023/01/23","10:00","-1.523","-","-1.16"
"2023/01/23","11:00","-0.962","-","-0.62"
"2023/01/23","12:00","-0.275","-","0.07"
"2023/01/23","13:00","0.396","-","0.69"
"2023/01/23","14:00","0.939","-","1.24"
"2023/01/23","15:00","1.181","-","1.54"
"2023/01/23","16:00","0.991","-","1.34"
"2023/01/23","17:00","0.455","-","0.74"
"2023/01/23","18:00","-0.19","-","0.14"
"2023/01/23","19:00","-0.774","-","-0.36"
"2023/01/23","20:00","-1.24","-","-0.87"
"2023/01/23","21:00","-1.5","-","-1.13"
"2023/01/23","22:00","-1.427","-","-1.02"
"2023/01/23","23:00","-1.016","-","-0.7"
"2023/01/24","00:00","-0.423","-","-0.11"
"2023/01/24","01:00","0.19","-","0.36"
"2023/01/24","02:00","0.725","-","0.85"
"2023/01/24","03:00","1.05","-","1.23"
"2023/01/24","04:00","1.002","-","1.25"
"2023/01/24","05:00","0.565","-","0.76"
"2023/01/24","06:00","-0.073","-","0.1"
"2023/01/24","07:00","-0.702","-","-0.45"
"2023/01/24","08:00","-1.237","-","-0.96"
"2023/01/24","09:00","-1.614","-","-1.32"
"2023/01/24","10:00","-1.696","-","-1.37"
"2023/01/24","11:00","-1.397","-","-1.12"
"2023/01/24","12:00","-0.815","-","-0.57"
"2023/01/24","13:00","-0.137","-","0.07"
"2023/01/24","14:00","0.502","-","0.69"
"2023/01/24","15:00","0.984","-","1.22"
"2023/01/24","16:00","1.14","-","1.46"
"2023/01/24","17:00","0.873","-","1.28"
"2023/01/24","18:00","0.305","-","0.66"
"2023/01/24","19:00","-0.329","-","0"
"2023/01/24","20:00","-0.889","-","-0.47"
"2023/01/24","21:00","-1.33","-","-0.9"
"2023/01/24","22:00","-1.552","-","-1.07"
"2023/01/24","23:00","-1.429","-","-0.95"
"2023/01/25","00:00","-0.985","-","-0.49"
"2023/01/25","01:00","-0.385","-","0.13"
"2023/01/25","02:00","0.218","-","0.68"
"2023/01/25","03:00","0.732","-","1.18"
"2023/01/25","04:00","1.017","-","1.53"
"2023/01/25","05:00","0.927","-","1.55"
"2023/01/25","06:00","0.48","-","1.06"
