month,day,year,days,high_temp,low_temp,avg_temp,departure,HDD,CDD,precipitation,new_snow,snow_depth
3,5,2023,791,89,68,78.5,6.3,0,14,0.00,0.0,0
3,6,2023,792,91,72,81.5,9.2,0,17,0.00,0.0,0
3,7,2023,793,91,71,81.0,8.7,0,16,0.00,0.0,0
3,8,2023,794,90,74,82.0,9.6,0,17,0.01,0.0,0
3,9,2023,795,80,72,76.0,3.5,0,11,T,0.0,0
3,10,2023,796,82,66,74.0,1.5,0,9,0.00,0.0,0
3,11,2023,797,86,69,77.5,4.9,0,13,0.00,0.0,0
3,12,2023,798,88,67,77.5,4.8,0,13,0.00,0.0,0
3,13,2023,799,90,71,80.5,7.8,0,16,0.00,0.0,0
3,14,2023,800,85,71,78.0,5.2,0,13,0.00,0.0,0
3,15,2023,801,76,65,70.5,-2.4,0,6,0.03,0.0,0
3,16,2023,802,77,59,68.0,-5.0,0,3,0.00,0.0,0
3,17,2023,803,81,68,74.5,1.4,0,10,0.00,0.0,0
3,18,2023,804,87,69,78.0,4.8,0,13,0.00,0.0,0
3,19,2023,805,79,62,70.5,-2.7,0,6,0.08,0.0,0
3,20,2023,806,77,59,68.0,-5.3,0,3,0.29,0.0,0
3,21,2023,807,80,62,71.0,-2.4,0,6,0.00,0.0,0
3,22,2023,808,82,66,74.0,0.5,0,9,0.00,0.0,M
3,23,2023,809,83,73,78.0,4.4,0,13,0.00,0.0,0
3,24,2023,810,85,70,77.5,3.7,0,13,0.03,0.0,0
3,25,2023,811,86,74,80.0,6.1,0,15,0.00,0.0,0
3,26,2023,812,86,75,80.5,6.5,0,16,0.00,0.0,0
3,27,2023,813,87,75,81.0,6.9,0,16,0.00,0.0,0
3,28,2023,814,88,74,81.0,6.8,0,16,0.18,0.0,0
3,29,2023,815,88,68,78.0,3.6,0,13,0.39,0.0,0
3,30,2023,816,M,72,M,M,M,M,3.49,0.0,0
3,31,2023,817,83,73,78.0,3.4,0,13,0.00,0.0,0
4,1,2023,818,86,73,79.5,4.8,0,15,0.51,0.0,0
4,2,2023,819,90,72,81.0,6.1,0,16,0.00,0.0,0
4,3,2023,820,86,73,79.5,4.5,0,15,0.00,0.0,0
4,4,2023,821,86,76,81.0,5.8,0,16,0.00,0.0,0
4,5,2023,822,87,77,82.0,6.7,0,17,T,0.0,0
4,6,2023,823,87,77,82.0,6.6,0,17,T,0.0,0
4,7,2023,824,85,77,81.0,5.4,0,16,0.00,0.0,0
4,8,2023,825,86,75,80.5,4.8,0,16,0.04,0.0,0
4,9,2023,826,88,72,80.0,4.1,0,15,T,0.0,0
4,10,2023,827,80,70,75.0,-1.0,0,10,2.47,0.0,0
4,11,2023,828,77,68,72.5,-3.6,0,8,2.76,0.0,0
4,12,2023,829,76,69,72.5,-3.8,0,8,2.15,0.0,0
4,13,2023,830,87,73,80.0,3.6,0,15,0.00,0.0,0
4,14,2023,831,89,73,81.0,4.4,0,16,0.20,0.0,0
4,15,2023,832,89,75,82.0,5.3,0,17,0.00,0.0,0
4,16,2023,833,88,73,80.5,3.7,0,16,0.07,0.0,0
4,17,2023,834,89,69,79.0,2.0,0,14,0.25,0.0,0
4,18,2023,835,85,67,76.0,-1.1,0,11,0.00,0.0,0
4,19,2023,836,83,70,76.5,-0.7,0,12,0.00,0.0,0
4,20,2023,837,85,70,77.5,0.2,0,13,0.00,0.0,0
4,21,2023,838,85,72,78.5,1.0,0,14,0.20,0.0,0
4,22,2023,839,89,72,80.5,2.9,0,16,0.01,0.0,0
4,23,2023,840,87,73,80.0,2.3,0,15,0.00,0.0,0
4,24,2023,841,82,74,78.0,0.2,0,13,0.98,0.0,0
4,25,2023,842,87,69,78.0,0.1,0,13,0.23,0.0,0
4,26,2023,843,88,72,80.0,2.0,0,15,T,0.0,0
4,27,2023,844,89,73,81.0,2.8,0,16,0.00,0.0,0
4,28,2023,845,88,75,81.5,3.2,0,17,0.00,0.0,0
4,29,2023,846,91,78,84.5,6.1,0,20,0.08,0.0,0
4,30,2023,847,86,73,79.5,1.0,0,15,T,0.0,0
5,1,2023,848,87,70,78.5,-0.1,0,14,0.00,0.0,0
5,2,2023,849,90,71,80.5,1.8,0,16,0.00,0.0,0
5,3,2023,850,91,71,81.0,2.2,0,16,0.00,0.0,0
5,4,2023,851,88,69,78.5,-0.4,0,14,0.00,0.0,0
5,5,2023,852,88,70,79.0,0.0,0,14,0.00,0.0,0
5,6,2023,853,88,74,81.0,1.9,0,16,0.10,0.0,0
5,7,2023,854,84,74,79.0,-0.2,0,14,0.19,0.0,0
5,8,2023,855,86,72,79.0,-0.3,0,14,0.00,0.0,0
5,9,2023,856,88,72,80.0,0.6,0,15,0.00,0.0,0
5,10,2023,857,91,75,83.0,3.5,0,18,0.00,0.0,0
5,11,2023,858,88,76,82.0,2.5,0,17,0.00,0.0,0
5,12,2023,859,88,79,83.5,3.9,0,19,0.01,0.0,0
5,13,2023,860,87,79,83.0,3.3,0,18,T,0.0,0
5,14,2023,861,89,78,83.5,3.7,0,19,0.00,0.0,0
5,15,2023,862,89,75,82.0,2.1,0,17,0.65,0.0,0
5,16,2023,863,91,75,83.0,3.0,0,18,0.00,0.0,0
5,17,2023,864,91,76,83.5,3.4,0,19,0.04,0.0,0
5,18,2023,865,90,72,81.0,0.8,0,16,0.06,0.0,0
5,19,2023,866,90,76,83.0,2.7,0,18,1.00,0.0,0
5,20,2023,867,89,69,79.0,-1.4,0,14,0.00,0.0,0
5,21,2023,868,88,75,81.5,1.0,0,17,1.23,0.0,0
5,22,2023,869,89,76,82.5,1.9,0,18,0.10,0.0,0
5,23,2023,870,87,74,80.5,-0.2,0,16,0.59,0.0,0
5,24,2023,871,89,72,80.5,-0.3,0,16,0.46,0.0,0
5,25,2023,872,88,71,79.5,-1.4,0,15,0.61,0.0,0
5,26,2023,873,85,74,79.5,-1.5,0,15,0.07,0.0,0
5,27,2023,874,88,73,80.5,-0.7,0,16,0.00,0.0,0
5,28,2023,875,93,75,84.0,2.7,0,19,0.00,0.0,0
5,29,2023,876,91,73,82.0,0.6,0,17,0.01,0.0,0
5,30,2023,877,91,72,81.5,0.0,0,17,0.80,0.0,0
5,31,2023,878,87,77,82.0,0.4,0,17,T,0.0,0
6,1,2023,879,90,71,80.5,-1.2,0,16,0.04,0.0,0
6,2,2023,880,88,73,80.5,-1.3,0,16,0.02,0.0,0
6,3,2023,881,88,73,80.5,-1.4,0,16,0.18,0.0,0
6,4,2023,882,90,73,81.5,-0.5,0,17,0.33,0.0,0
6,5,2023,883,92,73,82.5,0.5,0,18,0.09,0.0,0
6,6,2023,884,85,71,78.0,-4.1,0,13,0.01,0.0,0
6,7,2023,885,89,75,82.0,-0.2,0,17,0.21,0.0,0
6,8,2023,886,91,76,83.5,1.2,0,19,0.70,0.0,0
6,9,2023,887,92,76,84.0,1.6,0,19,0.00,0.0,0
6,10,2023,888,91,77,84.0,1.5,0,19,0.00,0.0,0
6,11,2023,889,90,78,84.0,1.4,0,19,0.20,0.0,0
6,12,2023,890,89,77,83.0,0.4,0,18,0.39,0.0,0
6,13,2023,891,92,78,85.0,2.3,0,20,0.00,0.0,0
6,14,2023,892,93,77,85.0,2.2,0,20,0.00,0.0,0
6,15,2023,893,93,81,87.0,4.1,0,22,0.00,0.0,0
6,16,2023,894,95,81,88.0,5.1,0,23,0.02,0.0,0
6,17,2023,895,94,78,86.0,3.0,0,21,0.42,0.0,0
6,18,2023,896,91,77,84.0,0.9,0,19,0.07,0.0,0
6,19,2023,897,94,71,82.5,-0.6,0,18,3.04,0.0,0
6,20,2023,898,91,73,82.0,-1.2,0,17,0.11,0.0,0
6,21,2023,899,91,73,82.0,-1.2,0,17,0.00,0.0,0
6,22,2023,900,88,78,83.0,-0.3,0,18,0.07,0.0,0
6,23,2023,901,92,80,86.0,2.7,0,21,0.00,0.0,0
6,24,2023,902,92,75,83.5,0.1,0,19,0.42,0.0,0
6,25,2023,903,90,76,83.0,-0.4,0,18,1.15,0.0,0
6,26,2023,904,91,76,83.5,0.0,0,19,0.11,0.0,0
6,27,2023,905,95,78,86.5,3.0,0,22,0.00,0.0,0
6,28,2023,906,95,76,85.5,2.0,0,21,0.00,0.0,0
6,29,2023,907,95,80,87.5,3.9,0,23,0.26,0.0,0
6,30,2023,908,92,79,85.5,1.9,0,21,0.03,0.0,0
7,1,2023,909,90,79,84.5,0.9,0,20,0.47,0.0,0
7,2,2023,910,93,77,85.0,1.3,0,20,3.47,0.0,0
7,3,2023,911,94,79,86.5,2.8,0,22,0.67,0.0,0
7,4,2023,912,93,80,86.5,2.8,0,22,0.09,0.0,0
7,5,2023,913,94,80,87.0,3.2,0,22,0.01,0.0,0
7,6,2023,914,95,82,88.5,4.7,0,24,0.02,0.0,0
7,7,2023,915,97,80,88.5,4.7,0,24,0.25,0.0,0
7,8,2023,916,96,76,86.0,2.2,0,21,0.00,0.0,0
7,9,2023,917,94,75,84.5,0.6,0,20,0.00,0.0,0
7,10,2023,918,95,78,86.5,2.6,0,22,0.00,0.0,0
7,11,2023,919,96,77,86.5,2.6,0,22,0.00,0.0,0
7,12,2023,920,97,80,88.5,4.6,0,24,0.00,0.0,0
7,13,2023,921,95,80,87.5,3.5,0,23,0.02,0.0,0
7,14,2023,922,95,79,87.0,3.0,0,22,0.25,0.0,0
7,15,2023,923,93,75,84.0,0.0,0,19,0.05,0.0,0
7,16,2023,924,95,75,85.0,0.9,0,20,0.11,0.0,0
7,17,2023,925,94,77,85.5,1.4,0,21,0.32,M,M
7,18,2023,926,91,78,84.5,0.4,0,20,0.04,0.0,0
7,19,2023,927,92,79,85.5,1.4,0,21,0.18,0.0,0
7,20,2023,928,94,84,89.0,4.8,0,24,0.21,0.0,0
7,21,2023,929,94,82,88.0,3.8,0,23,0.00,0.0,0
7,22,2023,930,97,81,89.0,4.8,0,24,0.00,0.0,0
7,23,2023,931,98,82,90.0,5.8,0,25,0.00,0.0,0
7,24,2023,932,96,83,89.5,5.2,0,25,0.00,0.0,0
7,25,2023,933,95,83,89.0,4.7,0,24,0.00,0.0,0
7,26,2023,934,90,76,83.0,-1.3,0,18,0.20,0.0,0
7,27,2023,935,89,77,83.0,-1.3,0,18,0.13,0.0,0
7,28,2023,936,88,76,82.0,-2.4,0,17,0.92,0.0,0
7,29,2023,937,93,81,87.0,2.6,0,22,T,0.0,0
7,30,2023,938,94,82,88.0,3.6,0,23,0.00,0.0,0
7,31,2023,939,94,81,87.5,3.1,0,23,0.01,0.0,0
8,1,2023,940,94,81,87.5,3.1,0,23,T,0.0,0
8,2,2023,941,94,79,86.5,2.1,0,22,0.27,0.0,0
8,3,2023,942,92,79,85.5,1.1,0,21,0.46,0.0,0
8,4,2023,943,91,77,84.0,-0.5,0,19,1.69,0.0,0
8,5,2023,944,94,81,87.5,3.0,0,23,0.62,0.0,0
8,6,2023,945,95,82,88.5,4.0,0,24,0.26,0.0,0
8,7,2023,946,95,83,89.0,4.5,0,24,0.00,0.0,0
8,8,2023,947,95,83,89.0,4.6,0,24,0.02,0.0,0
8,9,2023,948,95,83,89.0,4.6,0,24,0.01,0.0,0
8,10,2023,949,94,81,87.5,3.1,0,23,0.05,0.0,0
8,11,2023,950,94,80,87.0,2.6,0,22,0.76,0.0,0
8,12,2023,951,93,83,88.0,3.6,0,23,T,0.0,0
8,13,2023,952,94,82,88.0,3.6,0,23,T,0.0,0
8,14,2023,953,94,83,88.5,4.1,0,24,0.00,0.0,0
8,15,2023,954,96,78,87.0,2.7,0,22,0.03,0.0,0
8,16,2023,955,92,78,85.0,0.7,0,20,0.15,0.0,0
8,17,2023,956,93,75,84.0,-0.3,0,19,3.42,0.0,0
8,18,2023,957,90,77,83.5,-0.7,0,19,0.21,0.0,0
8,19,2023,958,92,77,84.5,0.3,0,20,0.93,0.0,0
8,20,2023,959,90,78,84.0,-0.2,0,19,0.17,0.0,0
8,21,2023,960,91,82,86.5,2.4,0,22,0.10,0.0,0
8,22,2023,961,92,80,86.0,1.9,0,21,0.03,0.0,0
8,23,2023,962,93,80,86.5,2.5,0,22,0.12,0.0,0
8,24,2023,963,94,78,86.0,2.0,0,21,0.24,0.0,0
8,25,2023,964,93,81,87.0,3.1,0,22,0.01,0.0,0
8,26,2023,965,92,80,86.0,2.1,0,21,0.00,0.0,0
8,27,2023,966,93,80,86.5,2.7,0,22,T,0.0,0
8,28,2023,967,91,80,85.5,1.7,0,21,0.07,0.0,0
8,29,2023,968,93,78,85.5,1.8,0,21,0.48,0.0,0
8,30,2023,969,94,83,88.5,4.8,0,24,0.00,0.0,0
8,31,2023,970,96,79,87.5,3.9,0,23,0.15,0.0,0
9,1,2023,971,95,76,85.5,1.9,0,21,0.13,0.0,0
9,2,2023,972,91,77,84.0,0.5,0,19,0.11,0.0,M
9,3,2023,973,91,77,84.0,0.5,0,19,0.00,0.0,0
9,4,2023,974,91,82,86.5,3.0,0,22,0.00,0.0,0
9,5,2023,975,92,81,86.5,3.1,0,22,0.00,0.0,0
9,6,2023,976,92,78,85.0,1.6,0,20,0.00,0.0,0
9,7,2023,977,93,79,86.0,2.7,0,21,0.00,0.0,0
9,8,2023,978,92,76,84.0,0.7,0,19,0.00,0.0,0
9,9,2023,979,92,77,84.5,1.3,0,20,0.33,0.0,0
9,10,2023,980,91,77,84.0,0.8,0,19,1.90,0.0,0
9,11,2023,981,93,79,86.0,2.9,0,21,0.00,0.0,0
9,12,2023,982,94,80,87.0,3.9,0,22,0.00,0.0,0
9,13,2023,983,96,82,89.0,5.9,0,24,0.01,0.0,0
9,14,2023,984,93,79,86.0,3.0,0,21,0.20,0.0,0
9,15,2023,985,91,78,84.5,1.5,0,20,0.38,0.0,0
9,16,2023,986,91,76,83.5,0.6,0,19,4.40,0.0,0
9,17,2023,987,92,77,84.5,1.6,0,20,0.83,0.0,0
9,18,2023,988,94,77,85.5,2.6,0,21,0.39,0.0,0
9,19,2023,989,93,73,83.0,0.2,0,18,0.83,M,M
9,20,2023,990,92,78,85.0,2.2,0,20,0.08,0.0,0
9,21,2023,991,93,75,84.0,1.3,0,19,0.34,0.0,0
9,22,2023,992,91,76,83.5,0.8,0,19,T,0.0,0
9,23,2023,993,86,76,81.0,-1.6,0,16,0.01,0.0,0
9,24,2023,994,91,72,81.5,-1.1,0,17,0.40,0.0,0
9,25,2023,995,,,,,,,,,
9,26,2023,996,,,,,,,,,
9,27,2023,997,,,,,,,,,
9,28,2023,998,,,,,,,,,
9,29,2023,999,,,,,,,,,
9,30,2023,1000,,,,,,,,,
