month,day,year,days,high_temp,low_temp,avg_temp,departure,HDD,CDD,precipitation,new_snow,snow_depth,windspeed_10m_max_(mp/h),shortwave_radiation_sum_(MJ/m²),et0_fao_evapotranspiration_(mm),AQI
4,4,2022,457,83,75.0,79.0,3.8,0,14,0.04,0.0,0,9.9,17.73,3.39,41.0
4,5,2022,458,86,76.0,81.0,5.7,0,16,0.00,0.0,0,16.1,22.38,4.74,38.0
4,6,2022,459,90,78.0,84.0,8.6,0,19,0.00,0.0,0,15.2,21.07,4.69,54.0
4,7,2022,460,92,78.0,85.0,9.4,0,20,0.10,0.0,0,14.4,21.63,4.7,50.0
4,8,2022,461,82,66.0,74.0,-1.7,0,9,0.00,0.0,0,13.6,19.25,5.12,60.0
4,9,2022,462,82,63.0,72.5,-3.4,0,8,0.00,0.0,0,17.0,25.06,6.84,51.0
4,10,2022,463,79,57.0,68.0,-8.0,0,3,0.00,0.0,0,15.2,27.42,6.21,48.0
4,11,2022,464,80,66.0,73.0,-3.1,0,8,0.00,0.0,0,14.5,25.71,6.07,49.0
4,12,2022,465,83,72.0,77.5,1.2,0,13,0.00,0.0,0,16.0,20.55,5.99,46.0
4,13,2022,466,84,74.0,79.0,2.6,0,14,0.00,0.0,0,16.2,18.51,5.5,50.0
4,14,2022,467,86,75.0,80.5,3.9,0,16,0.00,0.0,0,15.7,21.85,5.03,59.0
4,15,2022,468,83,72.0,77.5,0.8,0,13,2.49,0.0,0,12.4,17.71,3.51,34.0
4,16,2022,469,84,74.0,79.0,2.2,0,14,0.00,0.0,0,11.4,21.41,4.37,34.0
4,17,2022,470,86,74.0,80.0,3.0,0,15,0.00,0.0,0,12.6,25.68,5.04,34.0
4,18,2022,471,88,75.0,81.5,4.4,0,17,T,0.0,0,10.6,22.18,4.58,38.0
4,19,2022,472,88,73.0,80.5,3.3,0,16,0.00,0.0,0,16.1,23.41,4.79,46.0
4,20,2022,473,83,73.0,78.0,0.7,0,13,0.01,0.0,0,17.9,21.97,5.13,50.0
4,21,2022,474,83,74.0,78.5,1.0,0,14,0.05,0.0,0,19.5,23.18,5.86,53.0
4,22,2022,475,83,71.0,77.0,-0.6,0,12,0.18,0.0,0,20.3,21.72,4.7,52.0
4,23,2022,476,85,74.0,79.5,1.8,0,15,0.00,0.0,0,17.8,22.65,5.46,45.0
4,24,2022,477,84,74.0,79.0,1.2,0,14,T,0.0,0,15.3,25.85,6.13,39.0
4,25,2022,478,85,74.0,79.5,1.6,0,15,0.00,0.0,0,13.4,23.54,5.35,48.0
4,26,2022,479,85,74.0,79.5,1.5,0,15,0.00,0.0,0,11.2,24.61,5.43,49.0
4,27,2022,480,85,72.0,78.5,0.3,0,14,0.00,0.0,0,9.1,23.07,5.16,56.0
4,28,2022,481,88,73.0,80.5,2.2,0,16,0.09,0.0,0,10.5,23.2,4.77,57.0
4,29,2022,482,84,73.0,78.5,0.1,0,14,0.04,0.0,0,9.3,17.35,3.43,43.0
4,30,2022,483,84,70.0,77.0,-1.5,0,12,1.36,0.0,0,9.4,21.81,4.21,42.0
5,1,2022,484,85,72.0,78.5,-0.1,0,14,0.06,0.0,0,11.0,24.6,5.14,42.0
5,2,2022,485,86,75.0,80.5,1.8,0,16,0.00,0.0,0,13.3,24.48,5.13,41.0
5,3,2022,486,87,77.0,82.0,3.2,0,17,0.02,0.0,0,12.9,22.84,4.72,43.0
5,4,2022,487,88,73.0,80.5,1.6,0,16,0.28,0.0,0,7.1,23.9,4.53,41.0
5,5,2022,488,91,71.0,81.0,2.0,0,16,0.00,0.0,0,7.1,24.51,4.91,93.0
5,6,2022,489,93,76.0,84.5,5.4,0,20,0.00,0.0,0,9.9,24.76,5.39,78.0
5,7,2022,490,93,76.0,84.5,5.3,0,20,0.00,0.0,0,14.9,22.36,5.66,53.0
5,8,2022,491,94,75.0,84.5,5.2,0,20,0.15,0.0,0,11.5,21.56,4.59,41.0
5,9,2022,492,87,72.0,79.5,0.1,0,15,0.00,0.0,0,14.9,22.6,4.79,45.0
5,10,2022,493,85,70.0,77.5,-2.0,0,13,0.00,0.0,0,16.2,27.32,6.59,51.0
5,11,2022,494,88,68.0,78.0,-1.5,0,13,T,0.0,0,16.6,20.48,5.09,47.0
5,12,2022,495,84,68.0,76.0,-3.6,0,11,0.16,0.0,0,14.0,23.75,4.72,48.0
5,13,2022,496,86,70.0,78.0,-1.7,0,13,0.00,0.0,0,12.3,25.03,5.02,49.0
5,14,2022,497,89,74.0,81.5,1.7,0,17,T,0.0,0,10.9,24.57,4.95,34.0
5,15,2022,498,89,76.0,82.5,2.6,0,18,0.07,0.0,0,11.2,24.26,4.94,36.0
5,16,2022,499,89,73.0,81.0,1.0,0,16,0.45,0.0,0,11.9,21.52,4.52,46.0
5,17,2022,500,89,74.0,81.5,1.4,0,17,T,0.0,0,9.3,23.73,4.73,51.0
5,18,2022,501,91,76.0,83.5,3.3,0,19,0.00,0.0,0,9.3,25.86,5.4,50.0
5,19,2022,502,90,78.0,84.0,3.7,0,19,0.00,0.0,0,11.6,24.02,5.16,34.0
5,20,2022,503,91,75.0,83.0,2.6,0,18,1.65,M,M,17.4,13.86,2.98,44.0
5,21,2022,504,88,82.0,85.0,4.5,0,20,0.00,M,M,15.0,23.99,4.99,87.0
5,22,2022,505,89,81.0,85.0,4.4,0,20,0.00,0.0,0,15.3,23.68,5.04,60.0
5,23,2022,506,88,78.0,83.0,2.3,0,18,0.03,0.0,0,13.4,25.8,5.56,35.0
5,24,2022,507,88,78.0,83.0,2.2,0,18,0.00,0.0,0,13.7,26.65,6.22,38.0
5,25,2022,508,88,79.0,83.5,2.6,0,19,T,0.0,0,14.6,24.65,6.21,52.0
5,26,2022,509,88,79.0,83.5,2.5,0,19,0.00,0.0,0,15.2,27.03,6.12,51.0
5,27,2022,510,89,78.0,83.5,2.3,0,19,T,0.0,0,13.0,24.92,5.84,47.0
5,28,2022,511,89,71.0,80.0,-1.3,0,15,0.37,0.0,0,12.2,24.08,5.46,37.0
5,29,2022,512,89,70.0,79.5,-1.9,0,15,0.41,0.0,0,14.0,22.86,4.61,44.0
5,30,2022,513,88,71.0,79.5,-2.0,0,15,0.76,0.0,0,16.6,16.27,3.91,35.0
5,31,2022,514,86,76.0,81.0,-0.6,0,16,0.06,0.0,0,11.4,19.96,3.99,33.0
6,1,2022,515,92,68.0,80.0,-1.7,0,15,2.32,0.0,0,7.1,24.31,4.74,44.0
6,2,2022,516,88,74.0,81.0,-0.8,0,16,0.27,0.0,0,12.6,18.28,3.46,37.0
6,3,2022,517,78,71.0,74.5,-7.4,0,10,3.39,0.0,0,17.0,2.93,1.5,38.0
6,4,2022,518,86,72.0,79.0,-3.0,0,14,5.26,0.0,0,22.5,15.4,3.31,23.0
6,5,2022,519,89,73.0,81.0,-1.0,0,16,0.00,0.0,0,9.1,23.18,4.77,37.0
6,6,2022,520,87,76.0,81.5,-0.6,0,17,0.02,0.0,M,11.5,20.81,4.04,35.0
6,7,2022,521,87,75.0,81.0,-1.2,0,16,0.08,0.0,M,16.6,14.78,2.91,30.0
6,8,2022,522,88,73.0,80.5,-1.8,0,16,0.11,0.0,0,9.9,23.74,4.57,35.0
6,9,2022,523,91,73.0,82.0,-0.4,0,17,0.25,0.0,0,8.8,20.22,4.03,37.0
6,10,2022,524,89,75.0,82.0,-0.5,0,17,0.05,M,M,11.9,19.25,3.78,34.0
6,11,2022,525,87,73.0,80.0,-2.6,0,15,0.03,0.0,0,8.4,21.41,4.2,47.0
6,12,2022,526,92,74.0,83.0,0.4,0,18,0.88,0.0,0,8.6,24.71,5.23,55.0
6,13,2022,527,91,77.0,84.0,1.3,0,19,T,0.0,0,8.8,24.81,5.05,62.0
6,14,2022,528,90,79.0,84.5,1.7,0,20,0.05,0.0,0,9.0,24.2,4.77,88.0
6,15,2022,529,90,79.0,84.5,1.6,0,20,0.00,0.0,0,8.9,24.61,5.16,89.0
6,16,2022,530,91,80.0,85.5,2.6,0,21,0.00,0.0,0,8.1,24.25,5.1,48.0
6,17,2022,531,90,74.0,82.0,-1.0,0,17,0.11,0.0,0,10.1,23.49,4.74,48.0
6,18,2022,532,90,77.0,83.5,0.4,0,19,0.00,0.0,0,7.5,24.6,5.09,49.0
6,19,2022,533,92,76.0,84.0,0.9,0,19,1.91,0.0,0,8.0,22.31,4.81,49.0
6,20,2022,534,89,76.0,82.5,-0.7,0,18,0.01,0.0,0,7.6,21.98,4.53,43.0
6,21,2022,535,88,77.0,82.5,-0.7,0,18,0.21,0.0,M,15.1,24.0,5.04,45.0
6,22,2022,536,86,75.0,80.5,-2.8,0,16,0.02,0.0,M,12.6,24.38,5.31,51.0
6,23,2022,537,89,76.0,82.5,-0.8,0,18,0.00,0.0,0,9.9,26.54,5.67,64.0
6,24,2022,538,91,78.0,84.5,1.1,0,20,0.00,0.0,0,9.9,25.8,5.63,48.0
6,25,2022,539,91,76.0,83.5,0.1,0,19,0.64,0.0,0,7.1,21.93,4.54,49.0
6,26,2022,540,90,78.0,84.0,0.5,0,19,0.00,0.0,0,7.9,20.48,4.17,37.0
6,27,2022,541,90,77.0,83.5,0.0,0,19,0.00,M,M,11.1,24.44,4.91,33.0
6,28,2022,542,90,80.0,85.0,1.5,0,20,0.00,M,M,9.7,24.09,4.85,38.0
6,29,2022,543,91,78.0,84.5,0.9,0,20,T,0.0,0,7.7,24.46,4.92,44.0
6,30,2022,544,91,80.0,85.5,1.9,0,21,0.00,0.0,0,10.7,24.18,5.18,36.0
7,1,2022,545,90,81.0,85.5,1.9,0,21,0.01,0.0,0,11.4,25.98,5.66,30.0
7,2,2022,546,90,79.0,84.5,0.8,0,20,0.00,0.0,0,11.2,24.12,5.36,31.0
7,3,2022,547,91,79.0,85.0,1.3,0,20,T,0.0,0,10.7,26.26,6.01,26.0
7,4,2022,548,91,81.0,86.0,2.3,0,21,T,0.0,0,11.7,24.45,5.51,58.0
7,5,2022,549,91,79.0,85.0,1.2,0,20,0.07,0.0,0,11.1,21.9,4.35,29.0
7,6,2022,550,91,80.0,85.5,1.7,0,21,0.07,0.0,0,10.0,23.48,4.89,45.0
7,7,2022,551,91,79.0,85.0,1.2,0,20,0.04,0.0,0,11.1,25.29,5.31,36.0
7,8,2022,552,91,80.0,85.5,1.7,0,21,0.29,0.0,0,11.4,24.19,5.28,31.0
7,9,2022,553,92,80.0,86.0,2.1,0,21,0.08,0.0,0,12.3,24.71,4.99,34.0
7,10,2022,554,93,80.0,86.5,2.6,0,22,0.10,0.0,0,9.6,23.69,5.29,32.0
7,11,2022,555,94,79.0,86.5,2.6,0,22,0.00,0.0,M,11.2,24.62,5.21,42.0
7,12,2022,556,92,81.0,86.5,2.6,0,22,T,0.0,0,9.8,25.25,5.4,39.0
7,13,2022,557,93,82.0,87.5,3.5,0,23,0.00,0.0,0,10.8,23.09,4.88,41.0
7,14,2022,558,90,76.0,83.0,-1.0,0,18,0.11,0.0,0,10.1,24.45,5.2,52.0
7,15,2022,559,87,74.0,80.5,-3.5,0,16,0.77,0.0,0,13.4,18.96,3.85,36.0
7,16,2022,560,88,73.0,80.5,-3.6,0,16,0.85,0.0,0,11.2,16.31,3.32,28.0
7,17,2022,561,91,78.0,84.5,0.4,0,20,0.01,M,M,14.3,19.02,4.06,45.0
7,18,2022,562,90,81.0,85.5,1.4,0,21,0.00,0.0,0,12.0,24.62,5.39,62.0
7,19,2022,563,90,79.0,84.5,0.4,0,20,0.00,0.0,0,9.8,26.22,5.56,59.0
7,20,2022,564,90,81.0,85.5,1.3,0,21,T,0.0,0,9.1,25.27,5.56,33.0
7,21,2022,565,91,82.0,86.5,2.3,0,22,0.00,0.0,0,9.9,24.83,5.57,35.0
7,22,2022,566,90,78.0,84.0,-0.2,0,19,0.05,0.0,0,11.8,21.21,4.59,44.0
7,23,2022,567,91,79.0,85.0,0.8,0,20,0.01,0.0,0,13.1,24.23,5.13,52.0
7,24,2022,568,91,81.0,86.0,1.7,0,21,0.03,0.0,0,11.8,24.59,5.65,41.0
7,25,2022,569,91,79.0,85.0,0.7,0,20,0.14,0.0,0,14.4,23.44,5.57,35.0
7,26,2022,570,86,73.0,79.5,-4.8,0,15,1.70,0.0,0,12.2,17.36,3.88,52.0
7,27,2022,571,90,72.0,81.0,-3.3,0,16,0.48,0.0,0,11.7,24.07,5.3,61.0
7,28,2022,572,91,80.0,85.5,1.1,0,21,0.00,0.0,0,9.7,27.07,5.85,60.0
7,29,2022,573,90,81.0,85.5,1.1,0,21,0.00,0.0,0,11.5,26.51,5.88,32.0
7,30,2022,574,90,77.0,83.5,-0.9,0,19,T,0.0,0,12.8,25.89,6.24,30.0
7,31,2022,575,91,81.0,86.0,1.6,0,21,0.00,0.0,0,12.8,24.77,5.82,30.0
8,1,2022,576,91,80.0,85.5,1.1,0,21,0.00,0.0,0,11.1,25.18,5.51,53.0
8,2,2022,577,91,78.0,84.5,0.1,0,20,0.00,0.0,0,10.2,23.04,4.98,33.0
8,3,2022,578,90,77.0,83.5,-0.9,0,19,0.00,0.0,0,9.8,24.24,5.37,32.0
8,4,2022,579,90,81.0,85.5,1.0,0,21,0.00,M,M,10.1,23.34,5.01,50.0
8,5,2022,580,90,78.0,84.0,-0.5,0,19,0.41,0.0,0,11.2,20.34,4.51,57.0
8,6,2022,581,90,79.0,84.5,0.0,0,20,0.03,0.0,0,14.3,22.1,5.32,56.0
8,7,2022,582,88,78.0,83.0,-1.5,0,18,0.11,0.0,0,13.0,17.93,3.97,32.0
8,8,2022,583,90,76.0,83.0,-1.4,0,18,0.23,0.0,0,11.1,21.86,4.79,35.0
8,9,2022,584,90,80.0,85.0,0.6,0,20,0.06,0.0,0,12.8,21.5,4.89,89.0
8,10,2022,585,91,81.0,86.0,1.6,0,21,0.00,0.0,0,12.4,23.27,5.35,58.0
8,11,2022,586,90,82.0,86.0,1.6,0,21,0.00,M,M,10.4,23.45,5.24,53.0
8,12,2022,587,92,82.0,87.0,2.6,0,22,0.00,M,M,9.0,23.99,5.33,34.0
8,13,2022,588,92,80.0,86.0,1.6,0,21,0.01,0.0,0,8.7,19.71,4.13,32.0
8,14,2022,589,92,77.0,84.5,0.1,0,20,0.16,0.0,0,6.9,18.81,3.92,36.0
8,15,2022,590,93,76.0,84.5,0.2,0,20,0.81,0.0,M,6.5,20.74,4.19,44.0
8,16,2022,591,93,77.0,85.0,0.7,0,20,0.75,0.0,M,10.5,22.78,4.72,36.0
8,17,2022,592,96,78.0,87.0,2.7,0,22,0.00,0.0,0,8.3,21.91,4.67,37.0
8,18,2022,593,96,79.0,87.5,3.3,0,23,0.00,0.0,0,8.7,23.22,4.93,38.0
8,19,2022,594,94,81.0,87.5,3.3,0,23,0.00,0.0,0,9.1,23.93,5.04,39.0
8,20,2022,595,94,80.0,87.0,2.8,0,22,0.13,0.0,0,10.8,20.31,4.68,32.0
8,21,2022,596,93,83.0,88.0,3.9,0,23,T,0.0,0,12.4,24.22,5.47,35.0
8,22,2022,597,93,78.0,85.5,1.4,0,21,0.55,0.0,0,10.7,23.24,4.9,27.0
8,23,2022,598,93,82.0,87.5,3.5,0,23,0.07,0.0,0,7.8,22.33,4.65,25.0
8,24,2022,599,93,82.0,87.5,3.5,0,23,0.00,0.0,0,8.6,22.5,4.55,23.0
8,25,2022,600,93,83.0,88.0,4.1,0,23,T,0.0,0,8.6,19.68,4.07,28.0
8,26,2022,601,93,82.0,87.5,3.6,0,23,0.00,0.0,0,7.1,22.9,4.78,31.0
8,27,2022,602,91,79.0,85.0,1.2,0,20,T,0.0,0,8.0,20.97,4.36,33.0
8,28,2022,603,91,77.0,84.0,0.2,0,19,0.67,0.0,0,9.0,14.28,3.11,23.0
8,29,2022,604,90,76.0,83.0,-0.7,0,18,0.49,0.0,0,11.6,20.97,4.26,27.0
8,30,2022,605,92,82.0,87.0,3.3,0,22,0.02,0.0,0,11.5,23.07,5.11,45.0
8,31,2022,606,90,76.0,83.0,-0.6,0,18,0.67,0.0,0,7.1,20.43,4.26,37.0
9,1,2022,607,93,77.0,85.0,1.4,0,20,0.13,0.0,0,8.4,22.27,4.54,36.0
9,2,2022,608,93,78.0,85.5,2.0,0,21,0.03,0.0,0,9.9,22.62,4.77,35.0
9,3,2022,609,93,80.0,86.5,3.0,0,22,0.18,0.0,0,11.0,22.45,4.98,28.0
9,4,2022,610,93,81.0,87.0,3.5,0,22,0.00,0.0,0,9.4,22.49,5.04,27.0
9,5,2022,611,93,80.0,86.5,3.1,0,22,T,0.0,0,7.8,22.02,4.6,31.0
9,6,2022,612,93,79.0,86.0,2.6,0,21,0.03,0.0,0,6.6,23.52,4.93,31.0
9,7,2022,613,96,80.0,88.0,4.7,0,23,0.59,0.0,0,7.9,21.57,4.5,40.0
9,8,2022,614,93,74.0,83.5,0.2,0,19,0.54,0.0,0,8.7,18.17,3.72,42.0
9,9,2022,615,93,78.0,85.5,2.3,0,21,0.04,0.0,0,13.4,17.09,3.63,43.0
9,10,2022,616,94,83.0,88.5,5.3,0,24,0.00,0.0,0,11.0,21.04,4.61,33.0
9,11,2022,617,94,82.0,88.0,4.9,0,23,0.00,0.0,0,9.9,21.46,4.4,31.0
9,12,2022,618,93,78.0,85.5,2.4,0,21,0.14,0.0,0,4.8,19.59,3.93,34.0
9,13,2022,619,93,76.0,84.5,1.4,0,20,0.18,0.0,0,7.1,20.44,4.2,40.0
9,14,2022,620,88,75.0,81.5,-1.5,0,17,2.61,0.0,0,6.7,10.57,2.25,39.0
9,15,2022,621,90,75.0,82.5,-0.5,0,18,0.45,0.0,0,8.8,17.96,3.63,34.0
9,16,2022,622,90,75.0,82.5,-0.4,0,18,0.84,0.0,0,8.1,13.41,2.81,35.0
9,17,2022,623,92,75.0,83.5,0.6,0,19,0.35,0.0,0,12.3,15.01,3.18,26.0
9,18,2022,624,88,75.0,81.5,-1.4,0,17,0.03,0.0,0,5.2,16.95,3.42,28.0
9,19,2022,625,89,76.0,82.5,-0.3,0,18,T,0.0,M,8.6,16.87,3.4,44.0
9,20,2022,626,93,78.0,85.5,2.7,0,21,0.00,0.0,M,8.7,20.7,4.44,39.0
9,21,2022,627,94,80.0,87.0,4.3,0,22,0.09,0.0,0,9.9,20.16,4.23,31.0
9,22,2022,628,94,79.0,86.5,3.8,0,22,T,0.0,0,7.1,19.42,3.97,42.0
9,23,2022,629,95,78.0,86.5,3.9,0,22,0.00,0.0,0,7.0,23.07,4.91,84.0
9,24,2022,630,91,76.0,83.5,0.9,0,19,0.39,0.0,0,7.1,18.72,3.85,64.0
9,25,2022,631,91,77.0,84.0,1.5,0,19,0.00,0.0,0,8.4,21.04,4.25,39.0
9,26,2022,632,90,75.0,82.5,0.0,0,18,1.67,0.0,0,10.8,12.56,2.66,28.0
9,27,2022,633,84,76.0,80.0,-2.4,0,15,3.54,0.0,0,26.0,5.96,1.77,41.0
9,28,2022,634,86,79.0,82.5,0.1,0,18,0.32,0.0,0,31.5,9.75,2.67,44.0
9,29,2022,635,87,73.0,80.0,-2.3,0,15,0.00,0.0,0,25.9,15.16,3.81,36.0
9,30,2022,636,85,69.0,77.0,-5.2,0,12,0.00,0.0,0,15.0,20.77,4.27,80.0
10,1,2022,637,86,75.0,80.5,-1.6,0,16,T,0.0,0,7.5,11.29,2.58,42.0
10,2,2022,638,88,75.0,81.5,-0.6,0,17,0.02,0.0,0,11.9,7.78,2.29,44.0
10,3,2022,639,90,74.0,82.0,0.0,0,17,0.00,0.0,0,7.2,19.39,4.1,97.0
10,4,2022,640,89,75.0,82.0,0.1,0,17,0.00,0.0,0,8.5,18.55,4.03,49.0
10,5,2022,641,88,73.0,80.5,-1.3,0,16,T,0.0,0,9.5,18.29,3.85,42.0
10,6,2022,642,86,75.0,80.5,-1.2,0,16,T,0.0,0,11.4,18.22,4.1,43.0
10,7,2022,643,87,75.0,81.0,-0.5,0,16,0.00,0.0,0,12.4,18.93,4.33,45.0
10,8,2022,644,86,75.0,80.5,-0.9,0,16,0.23,0.0,0,14.5,16.02,3.38,31.0
10,9,2022,645,85,76.0,80.5,-0.8,0,16,2.23,0.0,0,10.1,12.86,2.73,40.0
10,10,2022,646,90,76.0,83.0,1.8,0,18,0.00,0.0,M,8.1,19.23,3.92,44.0
10,11,2022,647,91,79.0,85.0,4.0,0,20,0.00,0.0,M,9.2,17.12,3.63,42.0
10,12,2022,648,91,81.0,86.0,5.1,0,21,0.00,0.0,M,9.1,17.24,3.49,42.0
10,13,2022,649,90,76.0,83.0,2.3,0,18,1.67,0.0,0,11.5,9.37,2.09,37.0
10,14,2022,650,88,76.0,82.0,1.4,0,17,0.23,0.0,0,8.2,17.93,3.43,34.0
10,15,2022,651,89,77.0,83.0,2.6,0,18,0.04,0.0,0,10.9,16.2,3.26,44.0
10,16,2022,652,88,79.0,83.5,3.3,0,19,0.00,0.0,0,11.9,15.2,3.53,49.0
10,17,2022,653,87,78.0,82.5,2.4,0,18,0.04,0.0,0,9.5,15.94,3.42,48.0
10,18,2022,654,89,78.0,83.5,3.6,0,19,T,0.0,0,7.9,15.0,3.17,26.0
10,19,2022,655,79,63.0,71.0,-8.7,0,6,0.35,0.0,0,13.5,5.71,1.74,45.0
10,20,2022,656,81,64.0,72.5,-7.0,0,8,0.00,0.0,0,12.1,15.22,3.07,40.0
10,21,2022,657,83,67.0,75.0,-4.3,0,10,0.03,0.0,0,15.1,13.34,2.86,41.0
10,22,2022,658,86,68.0,77.0,-2.1,0,12,0.00,0.0,0,14.7,17.18,4.1,42.0
10,23,2022,659,86,71.0,78.5,-0.4,0,14,0.01,0.0,0,12.5,16.7,4.0,40.0
10,24,2022,660,86,72.0,79.0,0.3,0,14,0.00,0.0,0,10.2,16.21,3.69,40.0
10,25,2022,661,89,71.0,80.0,1.5,0,15,0.00,M,M,10.2,19.15,4.47,44.0
10,26,2022,662,87,69.0,78.0,-0.3,0,13,0.00,0.0,0,7.1,19.16,3.99,80.0
10,27,2022,663,88,72.0,80.0,1.9,0,15,0.00,M,M,8.5,17.23,3.6,58.0
10,28,2022,664,87,72.0,79.5,1.6,0,15,0.00,0.0,0,12.3,16.19,4.1,42.0
10,29,2022,665,88,75.0,81.5,3.8,0,17,0.00,0.0,0,14.5,14.45,3.34,57.0
10,30,2022,666,87,77.0,82.0,4.5,0,17,T,0.0,0,11.1,15.63,3.7,38.0
10,31,2022,667,88,76.0,82.0,4.7,0,17,0.00,0.0,0,9.5,16.07,3.29,38.0
11,1,2022,668,90,79.0,84.5,7.4,0,20,0.02,0.0,0,8.3,16.18,3.44,35.0
11,2,2022,669,90,79.0,84.5,7.6,0,20,0.00,0.0,M,9.4,14.69,3.13,31.0
11,3,2022,670,88,76.0,82.0,5.3,0,17,0.14,0.0,0,10.7,15.67,3.39,37.0
11,4,2022,671,86,73.0,79.5,3.0,0,15,0.02,0.0,0,16.6,16.57,4.01,40.0
11,5,2022,672,87,73.0,80.0,3.7,0,15,0.01,0.0,0,10.8,15.94,4.01,42.0
11,6,2022,673,87,72.0,79.5,3.3,0,15,0.34,0.0,0,16.7,13.82,3.49,39.0
11,7,2022,674,86,74.0,80.0,4.0,0,15,0.02,0.0,0,18.8,15.83,4.41,48.0
11,8,2022,675,86,71.0,78.5,2.7,0,14,0.59,0.0,0,20.5,14.78,4.16,50.0
11,9,2022,676,78,69.0,73.5,-2.1,0,9,1.35,0.0,0,23.2,4.01,1.58,45.0
11,10,2022,677,85,70.0,77.5,2.0,0,13,T,0.0,0,22.1,13.8,3.06,34.0
11,11,2022,678,88,72.0,80.0,4.7,0,15,0.00,0.0,0,12.3,14.71,3.12,43.0
11,12,2022,679,86,72.0,79.0,3.9,0,14,0.02,0.0,0,6.8,15.11,2.9,49.0
11,13,2022,680,88,69.0,78.5,3.5,0,14,0.00,0.0,0,4.4,15.1,2.93,37.0
11,14,2022,681,86,73.0,79.5,4.7,0,15,0.00,0.0,0,7.9,14.62,3.14,36.0
11,15,2022,682,86,73.0,79.5,4.8,0,15,0.00,0.0,0,8.1,15.63,3.31,38.0
11,16,2022,683,87,71.0,79.0,4.4,0,14,T,0.0,0,5.7,14.17,2.74,40.0
11,17,2022,684,81,69.0,75.0,0.6,0,10,0.00,0.0,0,16.2,11.82,2.46,56.0
11,18,2022,685,81,65.0,73.0,-1.3,0,8,0.00,0.0,0,15.8,11.36,3.03,42.0
11,19,2022,686,81,70.0,75.5,1.3,0,11,0.01,0.0,0,15.9,10.07,3.16,38.0
11,20,2022,687,78,69.0,73.5,-0.6,0,9,4.46,0.0,0,21.5,9.7,2.06,38.0
11,21,2022,688,78,72.0,75.0,1.1,0,10,1.06,0.0,0,19.7,7.33,1.89,34.0
11,22,2022,689,85,72.0,78.5,4.7,0,14,0.10,0.0,0,7.8,12.41,2.54,38.0
11,23,2022,690,86,69.0,77.5,3.8,0,13,0.00,0.0,0,4.9,13.73,2.6,40.0
11,24,2022,691,87,73.0,80.0,6.4,0,15,0.00,0.0,0,7.0,12.9,2.45,35.0
11,25,2022,692,88,77.0,82.5,9.0,0,18,0.00,0.0,0,8.4,13.61,2.8,45.0
11,26,2022,693,87,75.0,81.0,7.6,0,16,0.00,0.0,0,8.1,13.62,2.75,46.0
11,27,2022,694,89,75.0,82.0,8.7,0,17,T,0.0,0,9.7,13.01,2.72,35.0
11,28,2022,695,88,73.0,80.5,7.3,0,16,0.03,0.0,0,8.1,13.75,2.75,44.0
11,29,2022,696,84,73.0,78.5,5.4,0,14,0.00,0.0,0,14.0,14.48,3.43,41.0
11,30,2022,697,86,73.0,79.5,6.5,0,15,0.32,0.0,0,12.8,12.77,2.93,40.0
12,1,2022,698,83,74.0,78.5,5.6,0,14,0.07,0.0,0,19.0,10.77,2.11,44.0
12,2,2022,699,82,74.0,78.0,5.1,0,13,0.00,0.0,0,17.4,13.27,3.63,47.0
12,3,2022,700,83,73.0,78.0,5.2,0,13,0.00,0.0,0,17.4,13.67,4.23,53.0
12,4,2022,701,82,69.0,75.5,2.8,0,11,0.00,0.0,0,10.4,11.52,3.52,40.0
12,5,2022,702,83,69.0,76.0,3.4,0,11,0.00,0.0,0,9.2,11.83,2.75,49.0
12,6,2022,703,83,72.0,77.5,5.0,0,13,0.02,0.0,0,10.1,13.76,3.26,46.0
12,7,2022,704,84,71.0,77.5,5.1,0,13,0.02,M,M,11.2,11.43,2.97,37.0
12,8,2022,705,82,69.0,75.5,3.2,0,11,0.00,0.0,0,10.6,11.89,3.27,37.0
12,9,2022,706,82,67.0,74.5,2.4,0,10,0.00,0.0,0,8.9,11.17,2.5,48.0
12,10,2022,707,82,68.0,75.0,3.0,0,10,0.00,0.0,0,9.0,14.53,3.11,60.0
12,11,2022,708,82,64.0,73.0,1.1,0,8,0.00,0.0,0,8.2,15.07,3.19,69.0
12,12,2022,709,80,64.0,72.0,0.2,0,7,0.00,0.0,0,8.8,15.29,2.93,77.0
12,13,2022,710,82,64.0,73.0,1.3,0,8,0.01,0.0,0,8.8,13.64,2.8,64.0
12,14,2022,711,82,66.0,74.0,2.4,0,9,0.00,0.0,0,12.5,12.45,3.37,56.0
12,15,2022,712,85,74.0,79.5,8.0,0,15,0.00,0.0,0,17.7,12.91,3.6,54.0
12,16,2022,713,81,69.0,75.0,3.7,0,10,0.17,0.0,0,9.3,7.83,1.75,41.0
12,17,2022,714,80,68.0,74.0,2.8,0,9,0.16,0.0,0,9.6,6.69,1.48,33.0
12,18,2022,715,81,67.0,74.0,2.9,0,9,0.07,0.0,0,14.9,8.8,2.01,40.0
12,19,2022,716,79,63.0,71.0,0.1,0,6,0.00,0.0,0,14.6,12.4,3.2,43.0
12,20,2022,717,81,69.0,75.0,4.2,0,10,0.38,0.0,0,14.8,9.74,2.87,44.0
12,21,2022,718,82,68.0,75.0,4.3,0,10,0.01,0.0,0,15.0,11.51,2.22,36.0
