month,day,year,days,high_temp,low_temp,avg_temp,departure,HDD,CDD,precipitation,new_snow,snow_depth,windspeed_10m_max_(mp/h),shortwave_radiation_sum_(MJ/m²),et0_fao_evapotranspiration_(mm),AQI
9,9,2023,979,92,77.0,84.5,1.3,0,20,0.33,0.0,0,7.6,20.24,3.96,42.0
9,10,2023,980,91,77.0,84.0,0.8,0,19,1.90,0.0,0,7.4,21.03,4.44,44.0
9,11,2023,981,93,79.0,86.0,2.9,0,21,0.00,0.0,0,7.2,21.5,4.54,54.0
9,12,2023,982,94,80.0,87.0,3.9,0,22,0.00,0.0,0,8.7,20.34,4.53,36.0
9,13,2023,983,96,82.0,89.0,5.9,0,24,0.01,0.0,0,8.5,21.68,4.83,35.0
9,14,2023,984,93,79.0,86.0,3.0,0,21,0.20,0.0,0,6.7,20.6,4.33,34.0
9,15,2023,985,91,78.0,84.5,1.5,0,20,0.38,0.0,0,7.4,19.32,4.03,39.0
9,16,2023,986,91,76.0,83.5,0.6,0,19,4.40,0.0,0,9.0,17.76,3.78,35.0
9,17,2023,987,92,77.0,84.5,1.6,0,20,0.83,0.0,0,8.8,19.32,4.26,31.0
9,18,2023,988,94,77.0,85.5,2.6,0,21,0.39,0.0,0,5.9,,,54.0
9,19,2023,989,93,73.0,83.0,0.2,0,18,0.83,M,M,,,,38.0
9,20,2023,990,92,78.0,85.0,2.2,0,20,0.08,0.0,0,,,,40.0
9,21,2023,991,93,75.0,84.0,1.3,0,19,0.34,0.0,0,,,,40.0
9,22,2023,992,91,76.0,83.5,0.8,0,19,T,0.0,0,,,,44.0
9,23,2023,993,86,76.0,81.0,-1.6,0,16,0.01,0.0,0,,,,44.0
9,24,2023,994,91,72.0,81.5,-1.1,0,17,0.40,0.0,0,,,,34.0
9,25,2023,995,,,,,,,,,,,,,
9,26,2023,996,,,,,,,,,,,,,
9,27,2023,997,,,,,,,,,,,,,
9,28,2023,998,,,,,,,,,,,,,
9,29,2023,999,,,,,,,,,,,,,
9,30,2023,1000,,,,,,,,,,,,,
