month,day,year,days,high_temp,low_temp,avg_temp,departure,HDD,CDD,precipitation,new_snow,snow_depth,windspeed_10m_max_(mp/h),shortwave_radiation_sum_(MJ/m²),et0_fao_evapotranspiration_(mm),AQI,average_ocean_temp,tide_height(ft)
12,21,2021,354,79,70.0,74.5,3.8,0,10,0.09,0.0,0,18.9,5.29,1.86,33.0,80.97500000000001,0.6958333333333333
12,22,2021,355,71,62.0,66.5,-4.0,0,2,0.00,0.0,M,15.8,12.4,2.7,38.0,79.45416666666667,0.6954166666666666
12,23,2021,356,75,56.0,65.5,-4.9,0,1,0.00,0.0,M,13.5,15.78,3.4,42.0,77.64999999999999,0.65
12,24,2021,357,79,58.0,68.5,-1.8,0,4,0.00,0.0,0,10.8,14.18,3.26,84.0,76.52499999999999,0.7733333333333334
12,25,2021,358,80,62.0,71.0,0.9,0,6,0.00,0.0,0,8.6,12.03,2.93,135.0,76.28333333333333,0.83
12,26,2021,359,83,64.0,73.5,3.5,0,9,0.00,0.0,0,6.5,11.7,2.32,55.0,76.92916666666666,0.6408333333333334
12,27,2021,360,83,66.0,74.5,4.6,0,10,0.00,0.0,0,6.2,13.54,2.62,47.0,78.075,0.5483333333333333
12,28,2021,361,79,66.0,72.5,2.8,0,8,0.00,0.0,0,9.4,10.39,2.38,49.0,78.825,0.6070833333333333
12,29,2021,362,81,69.0,75.0,5.4,0,10,0.00,0.0,0,11.0,11.62,3.09,35.0,78.59166666666667,0.5570833333333333
12,30,2021,363,83,69.0,76.0,6.5,0,11,0.00,0.0,0,8.5,12.87,2.9,35.0,78.9875,0.3941666666666667
12,31,2021,364,82,68.0,75.0,5.7,0,10,0.00,0.0,0,8.5,13.97,2.85,60.0,79.96666666666667,0.33125
1,1,2022,365,82,70.0,76.0,6.8,0,11,0.00,0.0,0,9.6,12.95,2.89,136.0,80.50416666666666,0.4133333333333333
1,2,2022,366,83,71.0,77.0,7.9,0,12,0.00,0.0,0,14.6,12.43,3.46,30.0,80.25,0.4204166666666666
1,3,2022,367,81,64.0,72.5,3.5,0,8,0.001,0.0,0,12.2,9.86,2.57,54.0,80.10833333333333,0.3
1,4,2022,368,78,62.0,70.0,1.1,0,5,0.00,0.0,0,13.0,8.68,3.0,42.0,78.94583333333334,0.3995833333333333
1,5,2022,369,81,67.0,74.0,5.2,0,9,0.21,0.0,0,10.4,11.41,2.57,39.0,78.15652173913043,0.5816666666666667
1,6,2022,370,80,62.0,71.0,2.3,0,6,0.00,0.0,0,8.4,14.12,2.66,47.0,77.97500000000001,0.5862499999999999
1,7,2022,371,83,69.0,76.0,7.4,0,11,0.00,0.0,0,9.2,11.78,2.39,45.0,78.32083333333334,0.5741666666666667
1,8,2022,372,79,72.0,75.5,6.9,0,11,0.17,0.0,0,16.4,12.09,2.52,40.0,78.71249999999999,0.6145833333333334
1,9,2022,373,79,72.0,75.5,7.0,0,11,0.18,0.0,0,17.6,10.32,2.18,39.0,78.33333333333333,0.6179166666666667
1,10,2022,374,82,70.0,76.0,7.6,0,11,0.001,0.0,0,8.0,10.69,2.07,36.0,78.04583333333333,0.4879166666666667
1,11,2022,375,77,65.0,71.0,2.6,0,6,0.94,0.0,0,15.5,11.74,2.11,40.0,78.23333333333333,0.4575
1,12,2022,376,76,66.0,71.0,2.7,0,6,0.01,0.0,0,15.9,7.98,2.11,41.0,77.40833333333335,0.7854166666666665
1,13,2022,377,77,62.0,69.5,1.2,0,5,0.01,0.0,0,8.5,13.78,2.7,39.0,76.62083333333334,0.9620833333333336
1,14,2022,378,72,57.0,64.5,-3.8,0,0,0.00,0.0,0,6.7,15.97,2.79,65.0,75.55416666666667,0.9720833333333332
1,15,2022,379,75,51.0,63.0,-5.3,2,0,0.00,0.0,0,12.0,16.44,3.32,71.0,75.17083333333333,0.8070833333333334
1,16,2022,380,77,63.0,70.0,1.7,0,5,0.22,0.0,0,24.1,7.59,2.42,44.0,74.56666666666666,0.9316666666666666
1,17,2022,381,75,60.0,67.5,-0.8,0,3,0.00,0.0,0,18.0,12.77,3.44,41.0,72.81666666666668,0.5499999999999999
1,18,2022,382,71,53.0,62.0,-6.3,3,0,0.00,0.0,0,13.2,17.45,3.33,44.0,72.05833333333334,0.325
1,19,2022,383,75,56.0,65.5,-2.8,0,1,0.00,0.0,0,8.3,12.65,2.77,56.0,72.00833333333333,0.41125
1,20,2022,384,81,63.0,72.0,3.7,0,7,1.69,0.0,0,11.3,11.01,2.61,41.0,72.89583333333333,0.4079166666666666
1,21,2022,385,82,70.0,76.0,7.6,0,11,2.39,0.0,0,7.0,12.94,2.36,37.0,74.28750000000001,0.3641666666666667
1,22,2022,386,79,64.0,71.5,3.1,0,7,0.01,0.0,0,11.8,7.78,1.52,40.0,76.125,0.3066666666666667
1,23,2022,387,64,50.0,57.0,-11.5,8,0,0.001,0.0,0,14.0,10.97,1.95,56.0,76.49583333333334,0.435
1,24,2022,388,65,46.0,55.5,-13.0,9,0,0.00,0.0,0,13.2,18.28,3.03,60.0,74.2625,0.6575000000000001
1,25,2022,389,74,50.0,62.0,-6.6,3,0,0.001,0.0,M,10.3,15.84,3.03,57.0,73.02499999999999,0.8879166666666666
1,26,2022,390,82,69.0,75.5,6.8,0,11,0.04,0.0,M,13.0,9.17,2.32,42.0,73.38260869565217,0.7691666666666667
1,27,2022,391,82,66.0,74.0,5.2,0,9,0.11,0.0,M,7.7,12.18,2.17,38.0,74.3625,0.6095833333333333
1,28,2022,392,75,63.0,69.0,0.1,0,4,0.00,0.0,M,13.5,14.34,2.87,37.0,75.34166666666667,0.66125
1,29,2022,393,66,46.0,56.0,-12.9,9,0,0.00,0.0,M,23.8,17.92,3.95,53.0,74.78750000000001,0.5866666666666667
1,30,2022,394,63,42.0,52.5,-16.5,12,0,0.00,0.0,M,15.2,18.5,3.51,44.0,70.84166666666667,0.6154166666666666
1,31,2022,395,71,49.0,60.0,-9.1,5,0,0.00,0.0,0,11.5,17.63,3.65,48.0,69.72083333333333,0.7341666666666665
2,1,2022,395,75,56.0,65.5,-3.8,0,1,0.00,M,M,16.3,12.03,3.93,47.0,70.10833333333333,0.8250000000000001
2,2,2022,396,78,67.0,72.5,3.1,0,8,0.00,0.0,0,13.4,14.35,3.18,45.0,69.90416666666667,0.7791666666666667
2,3,2022,397,80,70.0,75.0,5.5,0,10,0.00,0.0,0,16.4,16.1,4.1,44.0,70.37,0.6774999999999999
2,4,2022,398,81,71.0,76.0,6.4,0,11,0.00,0.0,0,15.0,15.69,3.49,40.0,70.635,0.50375
2,5,2022,399,81,66.0,73.5,3.8,0,9,0.00,0.0,0,7.8,14.63,2.88,57.0,70.9,0.285
2,6,2022,400,81,67.0,74.0,4.2,0,9,0.00,0.0,0,7.1,15.61,3.02,44.0,72.04166666666667,0.3583333333333333
2,7,2022,401,82,65.0,73.5,3.6,0,9,0.00,0.0,0,8.0,15.3,3.0,40.0,73.72500000000001,0.46875
2,8,2022,402,82,67.0,74.5,4.4,0,10,0.11,0.0,0,12.9,15.34,3.0,42.0,74.7375,0.4954166666666666
2,9,2022,403,67,62.0,64.5,-5.7,0,0,0.18,0.0,0,11.9,6.62,1.42,32.0,74.72916666666667,0.495
2,10,2022,404,79,58.0,68.5,-1.8,0,4,0.00,0.0,0,14.0,18.08,3.64,45.0,72.8875,0.5629166666666666
2,11,2022,405,81,63.0,72.0,1.6,0,7,0.05,0.0,0,7.6,14.37,3.01,45.0,73.20833333333333,0.65875
2,12,2022,406,83,68.0,75.5,5.0,0,11,0.01,0.0,0,8.2,15.72,2.98,40.0,74.25,0.5525
2,13,2022,407,75,62.0,68.5,-2.1,0,4,0.91,0.0,M,15.6,9.5,2.01,40.0,75.15416666666667,0.4195833333333333
2,14,2022,408,72,56.0,64.0,-6.7,1,0,0.00,0.0,0,18.4,18.67,4.01,54.0,73.62916666666666,0.15375
2,15,2022,409,77,57.0,67.0,-3.8,0,2,0.00,0.0,0,20.7,11.47,4.28,43.0,72.25,0.25875
2,16,2022,410,79,71.0,75.0,4.1,0,10,0.01,0.0,0,18.4,13.39,3.97,41.0,71.45,0.5283333333333333
2,17,2022,411,81,72.0,76.5,5.5,0,12,0.01,0.0,0,17.9,16.6,3.29,50.0,72.30833333333334,0.6058333333333333
2,18,2022,412,84,70.0,77.0,5.9,0,12,0.00,0.0,0,12.7,17.19,3.37,59.0,73.30833333333334,0.3875
2,19,2022,413,85,71.0,78.0,6.8,0,13,0.30,0.0,0,10.9,15.42,2.93,54.0,74.55833333333332,0.3025
2,20,2022,414,79,70.0,74.5,3.2,0,10,0.00,0.0,0,16.3,10.77,3.03,44.0,75.35833333333333,0.3445833333333334
2,21,2022,415,80,69.0,74.5,3.1,0,10,0.00,0.0,0,11.9,16.0,3.54,48.0,75.06666666666666,0.33625
2,22,2022,416,82,70.0,76.0,4.5,0,11,0.00,0.0,0,15.4,16.12,3.79,49.0,75.3625,0.3558333333333334
2,23,2022,417,83,71.0,77.0,5.5,0,12,0.00,0.0,0,14.4,19.27,4.02,37.0,75.75416666666666,0.29
2,24,2022,418,82,70.0,76.0,4.4,0,11,0.00,0.0,0,11.4,15.89,3.73,34.0,76.05833333333334,0.1445833333333333
2,25,2022,419,82,70.0,76.0,4.3,0,11,0.00,0.0,0,11.4,19.14,4.57,37.0,76.06666666666666,0.1379166666666666
2,26,2022,420,82,72.0,77.0,5.2,0,12,0.00,M,M,10.8,19.44,4.5,35.0,76.09166666666665,-0.0483333333333333
2,27,2022,421,84,71.0,77.5,5.7,0,13,0.001,0.0,0,9.2,16.61,3.55,31.0,76.625,0.1279166666666666
2,28,2022,422,85,71.0,78.0,6.1,0,13,0.02,0.0,0,11.0,17.05,3.65,61.0,77.29166666666667,0.1775
3,1,2022,423,82,66.0,74.0,2.0,0,9,0.00,0.0,0,12.9,18.83,3.86,52.0,77.20833333333333,0.3675
3,2,2022,424,79,68.0,73.5,1.5,0,9,0.02,0.0,0,10.4,15.67,3.34,42.0,76.82083333333333,0.4145833333333333
3,3,2022,425,81,69.0,75.0,2.9,0,10,0.07,M,M,12.0,16.99,3.85,45.0,76.53750000000001,0.5175000000000001
3,4,2022,426,81,67.0,74.0,1.8,0,9,0.001,M,M,18.0,18.08,4.74,42.0,76.31666666666666,0.5808333333333333
3,5,2022,427,81,71.0,76.0,3.8,0,11,0.001,0.0,0,21.7,17.67,5.31,39.0,75.81666666666666,0.5925000000000001
3,6,2022,428,82,74.0,78.0,5.7,0,13,0.01,0.0,0,20.3,18.11,4.96,48.0,75.37083333333332,0.5254166666666666
3,7,2022,429,83,74.0,78.5,6.2,0,14,0.14,0.0,0,18.9,16.48,4.12,55.0,75.275,0.2633333333333333
3,8,2022,430,84,75.0,79.5,7.1,0,15,0.00,0.0,0,14.2,18.6,4.05,50.0,76.32916666666667,0.1070833333333333
3,9,2022,431,84,74.0,79.0,6.5,0,14,0.00,0.0,0,14.6,19.0,4.32,56.0,77.18333333333334,0.0616666666666666
3,10,2022,432,85,75.0,80.0,7.5,0,15,0.02,0.0,0,14.6,18.73,4.07,51.0,77.97500000000001,0.1616666666666666
3,11,2022,433,86,74.0,80.0,7.4,0,15,0.00,0.0,M,14.6,20.66,4.36,47.0,78.75,0.1879166666666666
3,12,2022,434,90,60.0,75.0,2.3,0,10,0.001,0.0,0,22.9,17.43,5.11,53.0,79.33333333333333,0.2479166666666666
3,13,2022,435,74,52.0,63.0,-9.7,2,0,0.00,0.0,0,20.8,15.12,4.92,47.0,76.80833333333332,-0.13125
3,14,2022,436,77,67.0,72.0,-0.8,0,7,0.24,0.0,0,17.6,10.03,3.95,46.0,74.40833333333333,0.06125
3,15,2022,437,79,71.0,75.0,2.1,0,10,0.83,0.0,0,17.2,16.09,3.55,40.0,74.42083333333333,0.3229166666666667
3,16,2022,438,85,72.0,78.5,5.5,0,14,0.00,0.0,0,14.8,18.25,3.7,38.0,75.52083333333333,0.3804166666666666
3,17,2022,439,85,73.0,79.0,5.9,0,14,0.001,0.0,0,9.2,18.65,3.55,40.0,77.03750000000001,0.3699999999999999
3,18,2022,440,85,68.0,76.5,3.3,0,12,0.00,0.0,0,10.3,22.91,4.36,47.0,77.70833333333333,0.3083333333333333
3,19,2022,441,85,74.0,79.5,6.3,0,15,0.00,0.0,0,10.6,21.7,4.35,37.0,78.92083333333333,0.3295833333333333
3,20,2022,442,87,71.0,79.0,5.7,0,14,0.05,0.0,0,11.5,19.52,3.86,45.0,79.89166666666667,0.265
3,21,2022,443,79,72.0,75.5,2.1,0,11,0.00,0.0,0,17.9,23.69,5.22,49.0,79.70416666666667,0.2429166666666666
3,22,2022,444,82,72.0,77.0,3.5,0,12,0.00,0.0,0,16.3,20.12,5.21,48.0,77.8375,0.5108333333333334
3,23,2022,445,85,76.0,80.5,6.9,0,16,0.00,0.0,0,17.1,20.21,4.74,40.0,77.67083333333333,0.6029166666666667
3,24,2022,446,87,77.0,82.0,8.2,0,17,0.00,0.0,0,17.4,20.4,4.66,45.0,78.6625,0.4458333333333333
3,25,2022,447,80,67.0,73.5,-0.4,0,9,0.65,0.0,0,14.1,19.13,4.25,67.0,78.95833333333333,0.25875
3,26,2022,448,79,63.0,71.0,-3.0,0,6,0.00,M,M,13.4,25.79,5.46,112.0,77.05,0.1929166666666666
3,27,2022,449,82,62.0,72.0,-2.1,0,7,0.00,0.0,M,15.7,26.0,6.34,74.0,76.00833333333333,0.27
3,28,2022,450,83,62.0,72.5,-1.7,0,8,0.00,0.0,M,9.3,24.86,5.54,100.0,75.64166666666667,0.2816666666666667
3,29,2022,451,85,63.0,74.0,-0.4,0,9,0.00,0.0,M,10.5,25.86,5.54,93.0,76.24166666666666,0.1354166666666666
3,30,2022,452,83,73.0,78.0,3.5,0,13,0.00,0.0,0,19.9,19.58,5.61,77.0,76.71666666666665,0.2554166666666667
3,31,2022,453,85,77.0,81.0,6.4,0,16,0.00,0.0,0,21.9,19.47,5.73,56.0,76.61666666666666,0.3516666666666666
4,1,2022,454,88,77.0,82.5,7.8,0,18,0.00,M,M,14.8,20.88,4.6,55.0,77.4125,0.14625
4,2,2022,455,87,73.0,80.0,5.1,0,15,0.14,0.0,0,14.0,21.74,4.26,55.0,78.77916666666665,0.1133333333333333
4,3,2022,456,87,70.0,78.5,3.5,0,14,0.16,0.0,0,9.1,18.17,3.65,45.0,79.39583333333333,0.1883333333333333
4,4,2022,457,83,75.0,79.0,3.8,0,14,0.04,0.0,0,9.9,17.73,3.39,41.0,79.52499999999999,0.2895833333333333
4,5,2022,458,86,76.0,81.0,5.7,0,16,0.00,0.0,0,16.1,22.38,4.74,38.0,79.46249999999999,0.2533333333333333
4,6,2022,459,90,78.0,84.0,8.6,0,19,0.00,0.0,0,15.2,21.07,4.69,54.0,80.40833333333335,0.2366666666666667
4,7,2022,460,92,78.0,85.0,9.4,0,20,0.10,0.0,0,14.4,21.63,4.7,50.0,81.41666666666667,0.4020833333333333
4,8,2022,461,82,66.0,74.0,-1.7,0,9,0.00,0.0,0,13.6,19.25,5.12,60.0,81.33749999999999,0.4179166666666667
4,9,2022,462,82,63.0,72.5,-3.4,0,8,0.00,0.0,0,17.0,25.06,6.84,51.0,79.3,0.215
4,10,2022,463,79,57.0,68.0,-8.0,0,3,0.00,0.0,0,15.2,27.42,6.21,48.0,76.57083333333334,0.1258333333333333
4,11,2022,464,80,66.0,73.0,-3.1,0,8,0.00,0.0,0,14.5,25.71,6.07,49.0,75.84583333333333,0.2379166666666666
4,12,2022,465,83,72.0,77.5,1.2,0,13,0.00,0.0,0,16.0,20.55,5.99,46.0,75.44583333333333,0.2379166666666667
4,13,2022,466,84,74.0,79.0,2.6,0,14,0.00,0.0,0,16.2,18.51,5.5,50.0,75.42083333333333,0.2679166666666666
4,14,2022,467,86,75.0,80.5,3.9,0,16,0.00,0.0,0,15.7,21.85,5.03,59.0,76.52083333333333,0.3804166666666666
4,15,2022,468,83,72.0,77.5,0.8,0,13,2.49,0.0,0,12.4,17.71,3.51,34.0,77.89166666666667,0.4275
4,16,2022,469,84,74.0,79.0,2.2,0,14,0.00,0.0,0,11.4,21.41,4.37,34.0,77.80833333333334,0.53
4,17,2022,470,86,74.0,80.0,3.0,0,15,0.00,0.0,0,12.6,25.68,5.04,34.0,79.06666666666666,0.42375
4,18,2022,471,88,75.0,81.5,4.4,0,17,0.001,0.0,0,10.6,22.18,4.58,38.0,79.92083333333333,0.5133333333333333
4,19,2022,472,88,73.0,80.5,3.3,0,16,0.00,0.0,0,16.1,23.41,4.79,46.0,80.72916666666667,0.4625000000000001
4,20,2022,473,83,73.0,78.0,0.7,0,13,0.01,0.0,0,17.9,21.97,5.13,50.0,79.94583333333334,0.5608333333333334
4,21,2022,474,83,74.0,78.5,1.0,0,14,0.05,0.0,0,19.5,23.18,5.86,53.0,78.67916666666666,0.5504166666666667
4,22,2022,475,83,71.0,77.0,-0.6,0,12,0.18,0.0,0,20.3,21.72,4.7,52.0,77.75,0.62
4,23,2022,476,85,74.0,79.5,1.8,0,15,0.00,0.0,0,17.8,22.65,5.46,45.0,77.42083333333333,0.6266666666666666
4,24,2022,477,84,74.0,79.0,1.2,0,14,0.001,0.0,0,15.3,25.85,6.13,39.0,77.5,0.61
4,25,2022,478,85,74.0,79.5,1.6,0,15,0.00,0.0,0,13.4,23.54,5.35,48.0,77.8625,0.4670833333333333
4,26,2022,479,85,74.0,79.5,1.5,0,15,0.00,0.0,0,11.2,24.61,5.43,49.0,78.68333333333334,0.2833333333333333
4,27,2022,480,85,72.0,78.5,0.3,0,14,0.00,0.0,0,9.1,23.07,5.16,56.0,79.55833333333334,0.2466666666666666
4,28,2022,481,88,73.0,80.5,2.2,0,16,0.09,0.0,0,10.5,23.2,4.77,57.0,80.09166666666667,0.2783333333333334
4,29,2022,482,84,73.0,78.5,0.1,0,14,0.04,0.0,0,9.3,17.35,3.43,43.0,80.51249999999999,0.2841666666666667
4,30,2022,483,84,70.0,77.0,-1.5,0,12,1.36,0.0,0,9.4,21.81,4.21,42.0,80.59583333333333,0.245
5,1,2022,484,85,72.0,78.5,-0.1,0,14,0.06,0.0,0,11.0,24.6,5.14,42.0,80.55000000000001,0.26625
5,2,2022,485,86,75.0,80.5,1.8,0,16,0.00,0.0,0,13.3,24.48,5.13,41.0,80.51666666666667,0.3066666666666666
5,3,2022,486,87,77.0,82.0,3.2,0,17,0.02,0.0,0,12.9,22.84,4.72,43.0,80.72083333333333,0.2520833333333333
5,4,2022,487,88,73.0,80.5,1.6,0,16,0.28,0.0,0,7.1,23.9,4.53,41.0,81.60416666666667,0.16
5,5,2022,488,91,71.0,81.0,2.0,0,16,0.00,0.0,0,7.1,24.51,4.91,93.0,82.54583333333333,0.1820833333333333
5,6,2022,489,93,76.0,84.5,5.4,0,20,0.00,0.0,0,9.9,24.76,5.39,78.0,83.4125,0.2825
5,7,2022,490,93,76.0,84.5,5.3,0,20,0.00,0.0,0,14.9,22.36,5.66,53.0,83.72500000000001,0.4475
5,8,2022,491,94,75.0,84.5,5.2,0,20,0.15,0.0,0,11.5,21.56,4.59,41.0,83.33333333333333,0.5137499999999999
5,9,2022,492,87,72.0,79.5,0.1,0,15,0.00,0.0,0,14.9,22.6,4.79,45.0,82.625,0.6254166666666667
5,10,2022,493,85,70.0,77.5,-2.0,0,13,0.00,0.0,0,16.2,27.32,6.59,51.0,81.40416666666665,0.8666666666666666
5,11,2022,494,88,68.0,78.0,-1.5,0,13,0.001,0.0,0,16.6,20.48,5.09,47.0,80.12916666666666,0.97125
5,12,2022,495,84,68.0,76.0,-3.6,0,11,0.16,0.0,0,14.0,23.75,4.72,48.0,79.6375,1.3558333333333332
5,13,2022,496,86,70.0,78.0,-1.7,0,13,0.00,0.0,0,12.3,25.03,5.02,49.0,80.4,1.3608333333333331
5,14,2022,497,89,74.0,81.5,1.7,0,17,0.001,0.0,0,10.9,24.57,4.95,34.0,81.34583333333333,1.1241666666666663
5,15,2022,498,89,76.0,82.5,2.6,0,18,0.07,0.0,0,11.2,24.26,4.94,36.0,82.50833333333334,0.9966666666666668
5,16,2022,499,89,73.0,81.0,1.0,0,16,0.45,0.0,0,11.9,21.52,4.52,46.0,82.98333333333333,0.9408333333333334
5,17,2022,500,89,74.0,81.5,1.4,0,17,0.001,0.0,0,9.3,23.73,4.73,51.0,83.27499999999999,0.8229166666666666
5,18,2022,501,91,76.0,83.5,3.3,0,19,0.00,0.0,0,9.3,25.86,5.4,50.0,84.02083333333333,0.615
5,19,2022,502,90,78.0,84.0,3.7,0,19,0.00,0.0,0,11.6,24.02,5.16,34.0,84.84166666666667,0.5995833333333334
5,20,2022,503,91,75.0,83.0,2.6,0,18,1.65,M,M,17.4,13.86,2.98,44.0,84.50833333333333,0.6862499999999999
5,21,2022,504,88,82.0,85.0,4.5,0,20,0.00,M,M,15.0,23.99,4.99,87.0,84.15833333333333,0.6945833333333334
5,22,2022,505,89,81.0,85.0,4.4,0,20,0.00,0.0,0,15.3,23.68,5.04,60.0,84.38333333333334,0.62375
5,23,2022,506,88,78.0,83.0,2.3,0,18,0.03,0.0,0,13.4,25.8,5.56,35.0,84.33333333333333,0.5716666666666667
5,24,2022,507,88,78.0,83.0,2.2,0,18,0.00,0.0,0,13.7,26.65,6.22,38.0,84.34166666666665,0.55625
5,25,2022,508,88,79.0,83.5,2.6,0,19,0.001,0.0,0,14.6,24.65,6.21,52.0,83.97083333333333,0.4541666666666666
5,26,2022,509,88,79.0,83.5,2.5,0,19,0.00,0.0,0,15.2,27.03,6.12,51.0,83.92916666666666,0.4020833333333333
5,27,2022,510,89,78.0,83.5,2.3,0,19,0.001,0.0,0,13.0,24.92,5.84,47.0,84.29166666666667,0.4366666666666667
5,28,2022,511,89,71.0,80.0,-1.3,0,15,0.37,0.0,0,12.2,24.08,5.46,37.0,84.7375,0.4291666666666667
5,29,2022,512,89,70.0,79.5,-1.9,0,15,0.41,0.0,0,14.0,22.86,4.61,44.0,85.07916666666667,0.3462499999999999
5,30,2022,513,88,71.0,79.5,-2.0,0,15,0.76,0.0,0,16.6,16.27,3.91,35.0,83.77916666666667,0.2825
5,31,2022,514,86,76.0,81.0,-0.6,0,16,0.06,0.0,0,11.4,19.96,3.99,33.0,83.60000000000001,0.305
6,1,2022,515,92,68.0,80.0,-1.7,0,15,2.32,0.0,0,7.1,24.31,4.74,44.0,83.58333333333333,0.41125
6,2,2022,516,88,74.0,81.0,-0.8,0,16,0.27,0.0,0,12.6,18.28,3.46,37.0,84.47083333333335,0.4829166666666666
6,3,2022,517,78,71.0,74.5,-7.4,0,10,3.39,0.0,0,17.0,2.93,1.5,38.0,83.6875,0.6004166666666667
6,4,2022,518,86,72.0,79.0,-3.0,0,14,5.26,0.0,0,22.5,15.4,3.31,23.0,81.10000000000001,0.7970833333333333
6,5,2022,519,89,73.0,81.0,-1.0,0,16,0.00,0.0,0,9.1,23.18,4.77,37.0,81.1125,0.5883333333333333
6,6,2022,520,87,76.0,81.5,-0.6,0,17,0.02,0.0,M,11.5,20.81,4.04,35.0,82.48333333333333,0.5337500000000001
6,7,2022,521,87,75.0,81.0,-1.2,0,16,0.08,0.0,M,16.6,14.78,2.91,30.0,83.01666666666667,0.4375
6,8,2022,522,88,73.0,80.5,-1.8,0,16,0.11,0.0,0,9.9,23.74,4.57,35.0,82.57083333333334,0.3366666666666666
6,9,2022,523,91,73.0,82.0,-0.4,0,17,0.25,0.0,0,8.8,20.22,4.03,37.0,83.42916666666666,0.445
6,10,2022,524,89,75.0,82.0,-0.5,0,17,0.05,M,M,11.9,19.25,3.78,34.0,83.02916666666667,0.4225
6,11,2022,525,87,73.0,80.0,-2.6,0,15,0.03,0.0,0,8.4,21.41,4.2,47.0,82.73333333333333,0.4079166666666667
6,12,2022,526,92,74.0,83.0,0.4,0,18,0.88,0.0,0,8.6,24.71,5.23,55.0,83.85416666666667,0.3916666666666666
6,13,2022,527,91,77.0,84.0,1.3,0,19,0.001,0.0,0,8.8,24.81,5.05,62.0,84.64583333333333,0.2041666666666666
6,14,2022,528,90,79.0,84.5,1.7,0,20,0.05,0.0,0,9.0,24.2,4.77,88.0,86.1375,0.2233333333333333
6,15,2022,529,90,79.0,84.5,1.6,0,20,0.00,0.0,0,8.9,24.61,5.16,89.0,86.7625,0.4125
6,16,2022,530,91,80.0,85.5,2.6,0,21,0.00,0.0,0,8.1,24.25,5.1,48.0,87.26666666666667,0.5054166666666666
6,17,2022,531,90,74.0,82.0,-1.0,0,17,0.11,0.0,0,10.1,23.49,4.74,48.0,87.25833333333334,0.4791666666666667
6,18,2022,532,90,77.0,83.5,0.4,0,19,0.00,0.0,0,7.5,24.6,5.09,49.0,87.25,0.6254166666666666
6,19,2022,533,92,76.0,84.0,0.9,0,19,1.91,0.0,0,8.0,22.31,4.81,49.0,87.47500000000002,0.6208333333333332
6,20,2022,534,89,76.0,82.5,-0.7,0,18,0.01,0.0,0,7.6,21.98,4.53,43.0,87.50416666666668,0.6370833333333333
6,21,2022,535,88,77.0,82.5,-0.7,0,18,0.21,0.0,M,15.1,24.0,5.04,45.0,87.03333333333335,0.60375
6,22,2022,536,86,75.0,80.5,-2.8,0,16,0.02,0.0,M,12.6,24.38,5.31,51.0,85.4875,0.6954166666666667
6,23,2022,537,89,76.0,82.5,-0.8,0,18,0.00,0.0,0,9.9,26.54,5.67,64.0,85.21249999999999,0.7354166666666667
6,24,2022,538,91,78.0,84.5,1.1,0,20,0.00,0.0,0,9.9,25.8,5.63,48.0,85.91250000000001,0.7266666666666667
6,25,2022,539,91,76.0,83.5,0.1,0,19,0.64,0.0,0,7.1,21.93,4.54,49.0,86.41249999999998,0.5045833333333333
6,26,2022,540,90,78.0,84.0,0.5,0,19,0.00,0.0,0,7.9,20.48,4.17,37.0,86.4375,0.4283333333333334
6,27,2022,541,90,77.0,83.5,0.0,0,19,0.00,M,M,11.1,24.44,4.91,33.0,86.75416666666668,0.3891666666666666
6,28,2022,542,90,80.0,85.0,1.5,0,20,0.00,M,M,9.7,24.09,4.85,38.0,87.5625,0.4033333333333333
6,29,2022,543,91,78.0,84.5,0.9,0,20,0.001,0.0,0,7.7,24.46,4.92,44.0,87.7375,0.3666666666666667
6,30,2022,544,91,80.0,85.5,1.9,0,21,0.00,0.0,0,10.7,24.18,5.18,36.0,87.86666666666667,0.2420833333333333
7,1,2022,545,90,81.0,85.5,1.9,0,21,0.01,0.0,0,11.4,25.98,5.66,30.0,87.87083333333334,0.2820833333333333
7,2,2022,546,90,79.0,84.5,0.8,0,20,0.00,0.0,0,11.2,24.12,5.36,31.0,87.84166666666665,0.3066666666666666
7,3,2022,547,91,79.0,85.0,1.3,0,20,0.001,0.0,0,10.7,26.26,6.01,26.0,87.875,0.3679166666666667
7,4,2022,548,91,81.0,86.0,2.3,0,21,0.001,0.0,0,11.7,24.45,5.51,58.0,87.72916666666667,0.32375
7,5,2022,549,91,79.0,85.0,1.2,0,20,0.07,0.0,0,11.1,21.9,4.35,29.0,87.70416666666667,0.26125
7,6,2022,550,91,80.0,85.5,1.7,0,21,0.07,0.0,0,10.0,23.48,4.89,45.0,87.47083333333332,0.2808333333333333
7,7,2022,551,91,79.0,85.0,1.2,0,20,0.04,0.0,0,11.1,25.29,5.31,36.0,87.8875,0.2654166666666667
7,8,2022,552,91,80.0,85.5,1.7,0,21,0.29,0.0,0,11.4,24.19,5.28,31.0,88.0,0.1870833333333333
7,9,2022,553,92,80.0,86.0,2.1,0,21,0.08,0.0,0,12.3,24.71,4.99,34.0,87.96249999999999,0.12875
7,10,2022,554,93,80.0,86.5,2.6,0,22,0.10,0.0,0,9.6,23.69,5.29,32.0,87.98333333333335,0.0395833333333333
7,11,2022,555,94,79.0,86.5,2.6,0,22,0.00,0.0,M,11.2,24.62,5.21,42.0,88.06666666666668,-0.0116666666666666
