Unnamed: 0,temperature_2m,relativehumidity_2m,dewpoint_2m,precipitation,pressure_msl,surface_pressure,cloudcover,et0_fao_evapotranspiration,windspeed_10m,shortwave_radiation,time_local,year,month,day,temp(f),tide(ft),pm2.5 (ug/m3),ozone (ppm),forecast_temp(f),forecast_relativehumidity_2m,forecast_dewpoint_2m,forecast_precipitation,forecast_windspeed_10m,forecast_shortwave_radiation
70191.0,79.4,70.0,69.0,0.0,1019.4,1019.2,41.0,0.015,11.5,564.0,15.0,2023.0,1.0,3.0,75.0,0.289,5.1,0.029,79.4,69.0,68.3,0.0,13.9,585.0
70192.0,79.3,70.0,68.9,0.0,1018.8,1018.6,43.0,0.013,10.5,461.0,16.0,2023.0,1.0,3.0,74.7,-0.092,4.9,0.029,79.1,70.0,68.5,0.004,13.1,487.0
70193.0,78.9,71.0,68.8,0.0,1018.8,1018.6,44.0,0.01,9.8,339.0,17.0,2023.0,1.0,3.0,74.8,-0.361,5.0,0.024,78.8,72.0,69.0,0.004,12.3,284.0
70194.0,77.8,75.0,69.3,0.0,1019.1,1018.9,44.0,0.005,7.1,166.0,18.0,2023.0,1.0,3.0,75.0,-0.371,5.0,0.02,78.5,71.0,68.3,0.004,12.4,161.0
70195.0,76.1,80.0,69.6,0.0,1018.8,1018.6,42.0,0.002,6.6,24.0,19.0,2023.0,1.0,3.0,75.2,-0.125,4.9,0.021,78.0,72.0,68.3,0.0,10.3,22.0
70196.0,74.8,84.0,69.8,0.0,1019.5,1019.3,30.0,0.001,6.9,0.0,20.0,2023.0,1.0,3.0,75.7,0.302,4.9,0.022,77.9,74.0,68.9,0.0,10.1,0.0
70197.0,74.3,86.0,69.9,0.0,1019.9,1019.7,22.0,0.001,7.6,0.0,21.0,2023.0,1.0,3.0,75.7,0.646,4.9,0.022,77.8,74.0,68.8,0.0,10.6,0.0
70198.0,73.9,87.0,69.8,0.0,1019.9,1019.7,10.0,0.001,8.9,0.0,22.0,2023.0,1.0,3.0,76.3,0.961,4.6,0.023,77.7,75.0,69.1,0.0,9.7,0.0
70199.0,73.8,87.0,69.8,0.0,1020.5,1020.3,16.0,0.001,10.2,0.0,23.0,2023.0,1.0,3.0,76.8,1.184,4.5,0.024,77.6,74.0,68.6,0.0,10.6,0.0
70200.0,73.9,87.0,69.8,0.0,1020.2,1020.0,19.0,0.001,11.4,0.0,0.0,2023.0,1.0,4.0,76.8,1.152,4.6,0.024,77.6,73.0,68.2,0.0,11.6,0.0
70201.0,74.2,86.0,69.9,0.0,1020.0,1019.8,18.0,0.001,12.8,0.0,1.0,2023.0,1.0,4.0,76.6,0.843,4.8,0.024,77.5,73.0,68.2,0.0,11.7,0.0
70202.0,74.1,86.0,69.8,0.0,1019.3,1019.1,32.0,0.001,13.7,0.0,2.0,2023.0,1.0,4.0,76.5,0.413,5.1,0.023,76.8,76.0,68.6,0.0,12.2,0.0
70203.0,74.5,84.0,69.3,0.0,1019.3,1019.1,23.0,0.001,13.1,0.0,3.0,2023.0,1.0,4.0,75.9,0.013,5.3,0.024,76.4,79.0,69.4,0.0,13.9,0.0
70204.0,74.1,84.0,69.1,0.0,1019.0,1018.8,18.0,0.001,13.0,0.0,4.0,2023.0,1.0,4.0,75.2,-0.361,4.9,0.024,76.5,80.0,69.9,0.0,14.2,0.0
70205.0,74.0,85.0,69.1,0.0,1019.2,1019.0,21.0,0.001,12.0,0.0,5.0,2023.0,1.0,4.0,75.0,-0.643,5.0,0.024,76.6,79.0,69.6,0.0,12.2,0.0
70206.0,73.9,85.0,69.0,0.0,1019.5,1019.3,23.0,0.001,11.1,0.0,6.0,2023.0,1.0,4.0,74.8,-0.735,5.1,0.022,76.4,78.0,69.0,0.0,11.2,0.0
70207.0,73.8,84.0,68.8,0.0,1019.5,1019.3,27.0,0.001,10.1,0.0,7.0,2023.0,1.0,4.0,74.7,-0.548,5.5,0.02,76.1,78.0,68.7,0.0,10.5,0.0
70208.0,73.6,85.0,68.7,0.0,1019.7,1019.5,34.0,0.001,9.2,0.0,8.0,2023.0,1.0,4.0,74.8,-0.148,5.8,0.022,75.9,82.0,70.0,0.0,11.2,0.0
70209.0,74.2,84.0,69.2,0.0,1020.2,1020.0,32.0,0.002,10.0,36.0,9.0,2023.0,1.0,4.0,74.8,0.322,5.4,0.025,76.5,81.0,70.2,0.0,12.4,38.0
70210.0,76.3,81.0,69.9,0.0,1021.0,1020.8,30.0,0.005,10.8,192.0,10.0,2023.0,1.0,4.0,74.8,0.748,5.5,0.026,77.7,76.0,69.5,0.0,14.4,178.0
70211.0,78.1,75.0,69.3,0.0,1021.3,1021.1,35.0,0.01,12.8,370.0,11.0,2023.0,1.0,4.0,76.1,1.112,5.6,0.025,78.8,72.0,69.1,0.004,14.4,361.0
70212.0,79.2,71.0,69.1,0.0,1021.2,1021.0,30.0,0.013,12.8,480.0,12.0,2023.0,1.0,4.0,76.1,1.332,5.5,0.028,79.4,70.0,68.8,0.0,15.8,479.0
70213.0,79.7,70.0,69.0,0.0,1020.6,1020.4,50.0,0.015,12.1,535.0,13.0,2023.0,1.0,4.0,75.9,1.283,5.4,0.027,79.7,69.0,68.7,0.0,14.9,558.0
70214.0,79.7,70.0,69.0,0.0,1019.9,1019.7,37.0,0.014,11.2,512.0,14.0,2023.0,1.0,4.0,76.1,0.906,5.6,0.027,80.5,66.0,68.1,0.004,13.5,600.0
70215.0,80.3,69.0,69.1,0.0,1019.3,1019.1,35.0,0.014,10.4,516.0,15.0,2023.0,1.0,4.0,75.6,0.489,5.6,0.025,80.4,65.0,67.5,0.0,12.4,586.0
70216.0,80.1,69.0,69.0,0.004,1019.3,1019.1,50.0,0.013,9.3,447.0,16.0,2023.0,1.0,4.0,75.2,0.121,5.7,0.025,80.1,65.0,67.3,0.004,11.5,516.0
70217.0,79.4,71.0,69.3,0.004,1019.5,1019.3,46.0,0.01,8.7,331.0,17.0,2023.0,1.0,4.0,75.0,-0.259,5.8,0.026,79.6,67.0,67.6,0.0,10.9,383.0
70218.0,78.4,75.0,69.8,0.0,1019.7,1019.5,19.0,0.005,7.5,174.0,18.0,2023.0,1.0,4.0,75.0,-0.459,5.7,0.024,78.8,69.0,67.7,0.0,10.7,193.0
70219.0,76.4,81.0,70.0,0.0,1019.8,1019.6,11.0,0.002,8.0,25.0,19.0,2023.0,1.0,4.0,75.0,-0.453,5.8,0.023,78.0,71.0,67.9,0.0,10.7,25.0
70220.0,75.5,84.0,70.2,0.0,1020.3,1020.1,8.0,0.001,7.6,0.0,20.0,2023.0,1.0,4.0,75.2,-0.21,5.8,0.023,77.9,72.0,68.2,0.0,10.0,0.0
70221.0,74.8,85.0,70.2,0.0,1021.2,1021.0,9.0,0.001,7.5,0.0,21.0,2023.0,1.0,4.0,74.7,0.167,5.9,0.023,77.8,73.0,68.4,0.0,10.0,0.0
70222.0,74.4,87.0,70.2,0.0,1021.3,1021.1,2.0,0.001,8.0,0.0,22.0,2023.0,1.0,4.0,75.4,0.574,6.0,0.023,77.6,74.0,68.6,0.0,10.0,0.0
70223.0,74.1,87.0,70.2,0.0,1021.5,1021.3,0.0,0.001,8.3,0.0,23.0,2023.0,1.0,4.0,76.1,0.876,5.7,0.022,77.3,74.0,68.4,0.0,9.5,0.0
70224.0,73.9,87.0,70.0,0.0,1021.6,1021.4,0.0,0.0,8.1,0.0,0.0,2023.0,1.0,5.0,76.5,1.056,5.4,0.021,77.1,75.0,68.6,0.0,9.8,0.0
70225.0,73.6,88.0,69.8,0.0,1021.6,1021.4,1.0,0.0,7.9,0.0,1.0,2023.0,1.0,5.0,76.3,0.997,4.7,0.023,77.0,75.0,68.4,0.0,10.7,0.0
70226.0,73.2,88.0,69.5,0.0,1021.2,1021.0,2.0,0.0,8.0,0.0,2.0,2023.0,1.0,5.0,76.3,0.568,4.7,0.02,76.5,78.0,69.1,0.0,10.3,0.0
70227.0,73.0,89.0,69.5,0.0,1020.9,1020.7,3.0,0.0,8.5,0.0,3.0,2023.0,1.0,5.0,75.7,0.141,4.8,0.023,76.2,79.0,69.2,0.0,10.5,0.0
70228.0,72.7,89.0,69.2,0.0,1020.9,1020.7,8.0,0.0,8.7,0.0,4.0,2023.0,1.0,5.0,75.0,-0.236,4.6,0.023,76.1,79.0,69.1,0.0,11.0,0.0
70229.0,72.4,89.0,68.9,0.0,1020.6,1020.4,7.0,0.0,9.1,0.0,5.0,2023.0,1.0,5.0,74.5,-0.617,4.3,0.024,75.9,79.0,68.9,0.0,11.0,0.0
70230.0,72.3,88.0,68.7,0.0,1020.5,1020.3,8.0,0.001,9.7,0.0,6.0,2023.0,1.0,5.0,74.3,-0.856,4.6,0.015,75.6,79.0,68.6,0.0,11.1,0.0
70231.0,72.3,88.0,68.6,0.0,1020.4,1020.2,10.0,0.001,9.9,0.0,7.0,2023.0,1.0,5.0,74.1,-0.873,4.6,0.005,75.3,79.0,68.4,0.0,9.5,0.0
70232.0,72.2,88.0,68.4,0.0,1021.0,1020.8,14.0,0.001,9.0,0.0,8.0,2023.0,1.0,5.0,74.1,-0.705,4.8,0.022,75.1,83.0,69.6,0.0,7.9,0.0
70233.0,72.6,87.0,68.6,0.0,1021.3,1021.1,14.0,0.001,8.4,41.0,9.0,2023.0,1.0,5.0,73.9,-0.243,4.8,0.0,75.3,81.0,69.1,0.0,6.5,37.0
70234.0,75.1,84.0,69.8,0.0,1022.1,1021.9,7.0,0.005,6.9,214.0,10.0,2023.0,1.0,5.0,73.9,0.223,4.4,0.0,76.9,74.0,67.9,0.0,7.6,222.0
70235.0,77.3,77.0,69.3,0.0,1023.0,1022.8,12.0,0.01,6.7,398.0,11.0,2023.0,1.0,5.0,74.5,0.63,4.4,0.03,78.4,67.0,66.5,0.0,8.3,414.0
70236.0,78.7,70.0,67.9,0.0,1022.9,1022.7,17.0,0.014,5.9,533.0,12.0,2023.0,1.0,5.0,74.7,0.971,4.2,0.03,79.7,61.0,65.1,0.0,8.1,566.0
70237.0,79.8,64.0,66.7,0.0,1022.2,1022.0,18.0,0.017,6.2,631.0,13.0,2023.0,1.0,5.0,75.0,1.145,4.3,0.031,80.6,57.0,63.9,0.0,8.2,662.0
70238.0,80.4,62.0,66.1,0.0,1020.8,1020.6,20.0,0.018,6.9,656.0,14.0,2023.0,1.0,5.0,74.8,1.04,4.5,0.031,80.9,57.0,64.3,0.0,9.6,691.0
70239.0,81.4,63.0,67.7,0.0,1020.2,1020.0,24.0,0.017,7.2,614.0,15.0,2023.0,1.0,5.0,75.0,0.61,4.2,0.034,80.8,57.0,64.2,0.0,10.1,652.0
70240.0,81.3,63.0,67.5,0.0,1019.6,1019.4,27.0,0.015,6.9,519.0,16.0,2023.0,1.0,5.0,74.8,0.125,4.4,0.034,80.5,58.0,64.3,0.0,11.4,549.0
70241.0,80.8,64.0,67.4,0.0,1019.6,1019.4,40.0,0.011,6.7,356.0,17.0,2023.0,1.0,5.0,74.8,-0.246,4.3,0.03,79.7,61.0,65.0,0.0,11.5,343.0
70242.0,79.4,69.0,68.4,0.0,1019.8,1019.6,33.0,0.006,6.5,173.0,18.0,2023.0,1.0,5.0,75.4,-0.512,5.4,0.025,78.7,65.0,65.9,0.0,11.4,153.0
70243.0,77.1,77.0,69.3,0.0,1019.9,1019.7,29.0,0.002,6.3,25.0,19.0,2023.0,1.0,5.0,75.4,-0.64,4.3,0.023,77.8,67.0,65.9,0.0,11.0,23.0
70244.0,75.2,83.0,69.7,0.0,1020.3,1020.1,22.0,0.001,6.1,0.0,20.0,2023.0,1.0,5.0,75.7,-0.594,4.5,0.016,77.2,70.0,66.7,0.0,9.5,0.0
70245.0,74.0,87.0,69.9,0.0,1021.1,1020.9,18.0,0.0,5.6,0.0,21.0,2023.0,1.0,5.0,75.9,-0.279,5.1,0.009,76.7,72.0,67.0,0.0,8.7,0.0
70246.0,73.0,89.0,69.6,0.004,1021.4,1021.2,11.0,0.0,5.0,0.0,22.0,2023.0,1.0,5.0,75.7,0.154,5.7,0.006,76.1,74.0,67.2,0.004,7.9,0.0
70247.0,72.3,91.0,69.5,0.0,1022.1,1021.9,9.0,0.0,4.8,0.0,23.0,2023.0,1.0,5.0,76.1,0.499,5.6,0.005,75.8,75.0,67.3,0.0,7.2,0.0
70248.0,71.6,92.0,69.2,0.0,1022.1,1021.9,17.0,0.0,6.0,0.0,0.0,2023.0,1.0,6.0,75.6,0.741,5.1,0.012,75.7,73.0,66.4,0.0,6.8,0.0
70249.0,71.5,91.0,68.8,0.0,1022.2,1022.0,16.0,0.0,7.6,0.0,1.0,2023.0,1.0,6.0,75.2,0.899,4.9,0.01,75.5,73.0,66.3,0.0,6.7,0.0
70250.0,70.7,91.0,67.8,0.0,1021.7,1021.5,16.0,0.0,9.3,0.0,2.0,2023.0,1.0,6.0,75.2,0.669,5.0,0.007,74.7,75.0,66.3,0.0,7.6,0.0
70251.0,70.7,87.0,66.6,0.0,1021.4,1021.2,21.0,0.001,9.7,0.0,3.0,2023.0,1.0,6.0,75.4,0.262,4.7,0.007,74.0,79.0,67.1,0.0,8.9,0.0
70252.0,70.2,88.0,66.6,0.0,1021.1,1020.9,36.0,0.0,9.2,0.0,4.0,2023.0,1.0,6.0,75.6,-0.19,4.9,0.011,73.3,81.0,67.1,0.0,8.4,0.0
70253.0,70.2,88.0,66.6,0.0,1020.9,1020.7,47.0,0.0,8.4,0.0,5.0,2023.0,1.0,6.0,75.7,-0.6,5.3,0.017,72.7,80.0,66.2,0.0,7.9,0.0
70254.0,69.8,89.0,66.4,0.0,1020.9,1020.7,26.0,0.0,9.2,0.0,6.0,2023.0,1.0,6.0,75.6,-0.951,5.2,0.018,72.5,76.0,64.5,0.0,8.0,0.0
70255.0,69.3,88.0,65.7,0.0,1020.9,1020.7,16.0,0.001,11.0,0.0,7.0,2023.0,1.0,6.0,75.4,-1.138,6.1,0.024,72.3,66.0,60.3,0.0,10.9,0.0
70256.0,68.0,83.0,62.8,0.0,1021.7,1021.5,19.0,0.001,12.4,0.0,8.0,2023.0,1.0,6.0,75.2,-1.115,6.5,0.025,71.0,45.0,48.6,0.0,13.0,0.0
70257.0,67.3,73.0,58.2,0.0,1022.2,1022.0,15.0,0.003,12.9,38.0,9.0,2023.0,1.0,6.0,75.2,-0.784,5.9,0.032,70.4,42.0,46.2,0.0,13.5,31.0
70258.0,67.7,60.0,53.2,0.0,1023.3,1023.1,16.0,0.007,13.2,196.0,10.0,2023.0,1.0,6.0,75.0,-0.289,6.0,0.034,70.6,42.0,46.4,0.0,12.8,207.0
70259.0,69.1,54.0,51.8,0.0,1023.9,1023.7,18.0,0.011,13.0,380.0,11.0,2023.0,1.0,6.0,75.4,0.167,6.3,0.039,72.1,40.0,46.4,0.0,11.8,390.0
70260.0,70.8,50.0,51.4,0.0,1023.9,1023.7,15.0,0.014,12.8,515.0,12.0,2023.0,1.0,6.0,75.0,0.551,6.2,0.046,74.0,37.0,46.1,0.0,12.4,545.0
70261.0,72.3,47.0,51.2,0.0,1023.3,1023.1,10.0,0.017,12.5,621.0,13.0,2023.0,1.0,6.0,74.8,0.932,6.0,0.05,75.2,36.0,46.5,0.0,11.5,638.0
70262.0,73.3,46.0,51.3,0.0,1022.4,1022.2,3.0,0.018,12.8,664.0,14.0,2023.0,1.0,6.0,75.2,1.066,7.8,0.051,76.3,38.0,48.9,0.0,10.8,687.0
70263.0,74.3,41.0,49.1,0.0,1021.7,1021.5,1.0,0.018,12.9,631.0,15.0,2023.0,1.0,6.0,75.2,0.876,7.6,0.053,77.0,38.0,49.4,0.0,11.5,648.0
70264.0,74.4,41.0,49.3,0.0,1021.4,1021.2,2.0,0.016,12.8,523.0,16.0,2023.0,1.0,6.0,75.2,0.397,7.3,0.053,77.1,37.0,48.9,0.0,12.1,548.0
70265.0,73.8,43.0,49.7,0.0,1021.5,1021.3,1.0,0.013,12.9,381.0,17.0,2023.0,1.0,6.0,75.0,-0.062,6.3,0.049,76.7,38.0,49.2,0.0,13.2,394.0
70266.0,72.4,47.0,51.2,0.0,1022.0,1021.8,0.0,0.008,9.6,193.0,18.0,2023.0,1.0,6.0,75.2,-0.4,5.7,0.045,76.1,40.0,50.0,0.0,14.1,202.0
70267.0,70.2,53.0,52.0,0.0,1022.2,1022.0,0.0,0.004,9.6,30.0,19.0,2023.0,1.0,6.0,75.2,-0.61,6.7,0.04,74.8,44.0,51.4,0.0,14.6,28.0
70268.0,68.4,57.0,52.6,0.0,1022.8,1022.6,0.0,0.004,10.7,0.0,20.0,2023.0,1.0,6.0,75.4,-0.696,6.2,0.034,73.7,46.0,51.7,0.0,13.9,0.0
70269.0,67.2,60.0,52.7,0.0,1023.3,1023.1,0.0,0.003,11.6,0.0,21.0,2023.0,1.0,6.0,75.6,-0.528,6.3,0.025,72.9,47.0,51.5,0.0,13.6,0.0
70270.0,66.2,62.0,52.8,0.0,1023.7,1023.5,0.0,0.003,11.7,0.0,22.0,2023.0,1.0,6.0,75.4,-0.135,5.8,0.02,72.0,49.0,51.8,0.0,13.2,0.0
70271.0,65.4,64.0,53.0,0.0,1024.0,1023.8,0.0,0.003,11.3,0.0,23.0,2023.0,1.0,6.0,75.4,0.22,5.7,0.028,71.3,49.0,51.1,0.0,12.9,0.0
70272.0,64.6,66.0,53.0,0.0,1023.7,1023.5,0.0,0.003,11.3,0.0,0.0,2023.0,1.0,7.0,75.4,0.571,5.0,0.029,70.9,49.0,50.8,0.0,12.3,0.0
70273.0,63.7,67.0,52.7,0.0,1023.6,1023.4,0.0,0.002,10.8,0.0,1.0,2023.0,1.0,7.0,75.4,0.879,4.4,0.031,70.5,50.0,50.9,0.0,11.7,0.0
70274.0,62.9,68.0,52.2,0.0,1023.0,1022.8,0.0,0.002,10.5,0.0,2.0,2023.0,1.0,7.0,75.2,0.932,4.2,0.036,70.0,52.0,51.6,0.0,10.7,0.0
70275.0,63.5,72.0,54.5,0.0,1022.9,1022.7,0.0,0.002,10.9,0.0,3.0,2023.0,1.0,7.0,75.0,0.673,3.8,0.034,69.3,52.0,50.9,0.0,10.8,0.0
70276.0,63.0,73.0,54.3,0.0,1022.4,1022.2,0.0,0.002,11.2,0.0,4.0,2023.0,1.0,7.0,75.2,0.213,4.1,0.032,68.5,54.0,51.2,0.0,9.4,0.0
70277.0,62.6,74.0,54.1,0.0,1022.3,1022.1,1.0,0.002,11.4,0.0,5.0,2023.0,1.0,7.0,75.2,-0.223,3.9,0.033,68.0,54.0,50.8,0.0,9.8,0.0
70278.0,62.2,74.0,54.0,0.0,1022.4,1022.2,2.0,0.002,9.7,0.0,6.0,2023.0,1.0,7.0,75.0,-0.659,4.8,0.031,67.4,55.0,50.7,0.0,10.5,0.0
70279.0,62.1,75.0,54.1,0.0,1022.4,1022.2,1.0,0.001,9.8,0.0,7.0,2023.0,1.0,7.0,74.7,-1.007,5.7,0.028,67.4,55.0,50.7,0.0,9.3,0.0
70280.0,62.1,76.0,54.5,0.0,1022.8,1022.6,1.0,0.001,8.9,0.0,8.0,2023.0,1.0,7.0,74.3,-1.112,5.6,0.027,66.9,57.0,51.2,0.0,9.2,0.0
70281.0,63.0,76.0,55.5,0.0,1023.3,1023.1,2.0,0.002,8.6,43.0,9.0,2023.0,1.0,7.0,73.8,-0.948,6.2,0.032,67.3,57.0,51.6,0.0,8.7,41.0
70282.0,66.4,72.0,57.0,0.0,1023.7,1023.5,4.0,0.005,8.2,225.0,10.0,2023.0,1.0,7.0,73.9,-0.551,5.2,0.041,70.0,56.0,53.6,0.0,9.4,231.0
70283.0,70.0,66.0,58.3,0.0,1024.2,1024.0,3.0,0.01,8.5,419.0,11.0,2023.0,1.0,7.0,73.4,-0.033,4.5,0.043,72.9,53.0,54.8,0.0,10.6,428.0
70284.0,72.4,62.0,58.7,0.0,1024.0,1023.8,2.0,0.014,9.1,574.0,12.0,2023.0,1.0,7.0,73.2,0.43,4.1,0.049,74.4,52.0,55.7,0.0,11.8,583.0
70285.0,73.8,58.0,58.3,0.0,1023.3,1023.1,11.0,0.017,8.7,671.0,13.0,2023.0,1.0,7.0,73.2,0.869,4.0,0.05,74.9,51.0,55.5,0.0,11.4,679.0
70286.0,74.5,56.0,57.9,0.0,1022.8,1022.6,12.0,0.018,8.5,701.0,14.0,2023.0,1.0,7.0,73.8,1.175,4.0,0.049,75.3,51.0,56.0,0.0,10.6,710.0
70287.0,75.3,57.0,59.0,0.0,1022.1,1021.9,7.0,0.017,9.2,631.0,15.0,2023.0,1.0,7.0,74.1,1.171,3.7,0.048,75.5,51.0,56.1,0.0,10.8,670.0
70288.0,75.2,57.0,58.7,0.0,1021.9,1021.7,3.0,0.015,10.0,552.0,16.0,2023.0,1.0,7.0,73.8,0.807,3.7,0.049,75.4,51.0,56.0,0.0,11.2,566.0
70289.0,74.6,57.0,58.5,0.0,1021.8,1021.6,4.0,0.011,11.1,388.0,17.0,2023.0,1.0,7.0,74.1,0.302,3.8,0.046,74.9,53.0,56.6,0.0,12.7,407.0
70290.0,73.2,60.0,58.7,0.0,1022.4,1022.2,14.0,0.007,10.0,198.0,18.0,2023.0,1.0,7.0,73.9,-0.089,4.1,0.045,73.7,57.0,57.5,0.0,14.0,209.0
70291.0,70.8,65.0,58.6,0.0,1022.8,1022.6,30.0,0.004,10.3,31.0,19.0,2023.0,1.0,7.0,74.1,-0.407,4.3,0.046,72.5,59.0,57.4,0.0,14.4,30.0
70292.0,69.5,69.0,58.8,0.0,1023.5,1023.3,46.0,0.003,10.8,0.0,20.0,2023.0,1.0,7.0,74.5,-0.607,4.1,0.049,72.6,58.0,57.0,0.0,14.4,0.0
70293.0,68.6,71.0,58.7,0.0,1023.9,1023.7,34.0,0.002,10.6,0.0,21.0,2023.0,1.0,7.0,74.5,-0.558,3.8,0.049,73.0,58.0,57.4,0.0,13.9,0.0
70294.0,68.0,72.0,58.6,0.0,1024.3,1024.1,22.0,0.002,10.3,0.0,22.0,2023.0,1.0,7.0,74.5,-0.312,3.6,0.05,72.8,59.0,57.7,0.0,13.2,0.0
70295.0,67.5,73.0,58.5,0.0,1024.6,1024.4,13.0,0.002,10.0,0.0,23.0,2023.0,1.0,7.0,74.5,0.128,3.5,0.05,72.8,60.0,58.1,0.0,13.4,0.0
70296.0,67.1,74.0,58.5,0.0,1024.6,1024.4,18.0,0.002,10.0,0.0,0.0,2023.0,1.0,8.0,74.3,0.492,3.4,0.051,72.7,60.0,58.0,0.0,13.1,0.0
70297.0,66.8,74.0,58.5,0.0,1024.1,1023.9,23.0,0.002,10.1,0.0,1.0,2023.0,1.0,8.0,74.8,0.846,3.5,0.048,72.3,61.0,58.1,0.0,13.2,0.0
70298.0,66.6,75.0,58.5,0.0,1023.4,1023.2,22.0,0.002,9.9,0.0,2.0,2023.0,1.0,8.0,74.8,1.07,3.3,0.047,71.9,62.0,58.2,0.0,11.5,0.0
70299.0,67.5,74.0,58.9,0.0,1023.0,1022.8,20.0,0.002,10.2,0.0,3.0,2023.0,1.0,8.0,75.0,1.043,3.5,0.047,71.6,62.0,57.9,0.0,10.9,0.0
70300.0,67.4,74.0,58.6,0.0,1022.1,1021.9,21.0,0.002,10.2,0.0,4.0,2023.0,1.0,8.0,74.8,0.659,3.6,0.048,71.4,63.0,58.1,0.0,10.0,0.0
70301.0,67.1,75.0,58.7,0.0,1022.0,1021.8,4.0,0.002,9.3,0.0,5.0,2023.0,1.0,8.0,74.8,0.184,3.3,0.046,71.3,64.0,58.5,0.0,10.0,0.0
70302.0,66.8,75.0,58.7,0.0,1021.7,1021.5,4.0,0.001,9.0,0.0,6.0,2023.0,1.0,8.0,74.5,-0.24,3.8,0.044,71.3,64.0,58.5,0.0,9.7,0.0
70303.0,66.6,76.0,58.8,0.0,1021.9,1021.7,2.0,0.001,8.1,0.0,7.0,2023.0,1.0,8.0,73.8,-0.62,4.6,0.029,71.2,65.0,58.8,0.0,9.4,0.0
70304.0,66.4,77.0,59.0,0.0,1022.2,1022.0,5.0,0.001,7.5,0.0,8.0,2023.0,1.0,8.0,73.6,-0.837,3.5,0.02,71.0,67.0,59.5,0.0,8.6,0.0
70305.0,67.1,77.0,59.8,0.0,1022.7,1022.5,9.0,0.002,6.3,42.0,9.0,2023.0,1.0,8.0,73.4,-0.827,3.4,0.041,71.6,67.0,60.1,0.0,8.6,39.0
70306.0,70.5,73.0,61.3,0.0,1023.4,1023.2,22.0,0.005,6.2,220.0,10.0,2023.0,1.0,8.0,73.2,-0.548,3.5,0.047,73.2,64.0,60.3,0.0,10.7,225.0
70307.0,73.3,65.0,60.8,0.0,1024.0,1023.8,50.0,0.01,7.0,411.0,11.0,2023.0,1.0,8.0,73.0,-0.069,3.2,0.048,74.2,62.0,60.3,0.0,10.9,418.0
70308.0,74.7,62.0,60.6,0.0,1023.9,1023.7,38.0,0.014,7.9,532.0,12.0,2023.0,1.0,8.0,72.9,0.374,3.5,0.047,75.0,61.0,60.6,0.0,10.6,569.0
70309.0,75.7,59.0,60.5,0.0,1023.3,1023.1,32.0,0.016,7.5,626.0,13.0,2023.0,1.0,8.0,72.9,0.791,3.7,0.047,75.4,60.0,60.6,0.0,9.1,660.0
70310.0,76.2,58.0,60.3,0.0,1022.2,1022.0,37.0,0.016,6.6,604.0,14.0,2023.0,1.0,8.0,73.6,1.125,3.9,0.045,76.1,59.0,60.8,0.0,8.4,587.0
70311.0,76.8,55.0,59.4,0.0,1021.6,1021.4,39.0,0.015,5.7,561.0,15.0,2023.0,1.0,8.0,74.5,1.27,4.1,0.044,76.1,60.0,61.2,0.0,9.0,516.0
70312.0,76.6,55.0,59.4,0.0,1020.6,1020.4,21.0,0.013,5.2,470.0,16.0,2023.0,1.0,8.0,73.8,1.109,3.9,0.044,75.9,62.0,61.9,0.0,9.8,427.0
70313.0,76.4,56.0,59.6,0.0,1020.6,1020.4,5.0,0.01,5.3,378.0,17.0,2023.0,1.0,8.0,74.3,0.591,4.2,0.04,75.7,64.0,62.7,0.0,9.0,402.0
70314.0,75.2,61.0,60.8,0.0,1020.4,1020.2,58.0,0.005,3.4,191.0,18.0,2023.0,1.0,8.0,74.1,0.174,4.3,0.032,75.4,64.0,62.4,0.004,5.8,205.0
70315.0,72.9,67.0,61.2,0.0,1020.8,1020.6,49.0,0.002,3.5,32.0,19.0,2023.0,1.0,8.0,73.8,-0.194,5.9,0.025,75.1,65.0,62.5,0.0,4.4,30.0
70316.0,71.2,71.0,61.4,0.0,1021.1,1020.9,26.0,0.001,4.0,0.0,20.0,2023.0,1.0,8.0,73.9,-0.482,5.7,0.018,75.4,64.0,62.4,0.0,3.3,0.0
70317.0,70.3,74.0,61.6,0.0,1021.4,1021.2,2.0,0.001,4.9,0.0,21.0,2023.0,1.0,8.0,73.9,-0.574,7.8,0.014,75.2,66.0,63.1,0.0,5.2,0.0
70318.0,69.9,76.0,62.1,0.0,1021.7,1021.5,3.0,0.001,6.3,0.0,22.0,2023.0,1.0,8.0,74.1,-0.427,7.9,0.009,75.1,69.0,64.2,0.0,4.6,0.0
70319.0,68.9,80.0,62.5,0.0,1021.9,1021.7,4.0,0.001,5.6,0.0,23.0,2023.0,1.0,8.0,73.9,-0.069,9.0,0.006,75.0,70.0,64.5,0.0,2.5,0.0
70320.0,67.7,84.0,62.9,0.0,1021.5,1021.3,4.0,0.0,5.3,0.0,0.0,2023.0,1.0,9.0,74.1,0.354,10.2,0.006,74.5,70.0,64.1,0.0,2.7,0.0
70321.0,66.4,88.0,62.8,0.0,1021.0,1020.8,5.0,0.0,5.7,0.0,1.0,2023.0,1.0,9.0,74.3,0.689,11.2,0.005,74.2,72.0,64.6,0.0,3.0,0.0
70322.0,66.6,87.0,62.7,0.0,1020.6,1020.4,2.0,0.0,3.2,0.0,2.0,2023.0,1.0,9.0,75.0,0.981,9.8,0.006,73.2,74.0,64.4,0.0,3.0,0.0
