,temperature_2m,relativehumidity_2m,dewpoint_2m,precipitation,windspeed_10m,shortwave_radiation,time_local,year,month,day
3839,,,,,,,23,2015,06,09
3840,,,,,,,00,2015,06,10
3841,,,,,,,01,2015,06,10
3842,,,,,,,02,2015,06,10
3843,,,,,,,03,2015,06,10
3844,,,,,,,04,2015,06,10
3845,,,,,,,05,2015,06,10
3846,,,,,,,06,2015,06,10
3847,,,,,,,07,2015,06,10
3848,,,,,,,08,2015,06,10
3849,,,,,,,09,2015,06,10
3850,,,,,,,10,2015,06,10
3851,,,,,,,11,2015,06,10
3852,,,,,,,12,2015,06,10
3853,,,,,,,13,2015,06,10
3854,,,,,,,14,2015,06,10
3855,,,,,,,15,2015,06,10
3856,,,,,,,16,2015,06,10
3857,,,,,,,17,2015,06,10
3858,,,,,,,18,2015,06,10
3859,,,,,,,19,2015,06,10
3860,,,,,,,20,2015,06,10
3861,,,,,,,21,2015,06,10
3862,,,,,,,22,2015,06,10
3863,,,,,,,23,2015,06,10
3864,,,,,,,00,2015,06,11
3865,,,,,,,01,2015,06,11
3866,,,,,,,02,2015,06,11
3867,,,,,,,03,2015,06,11
3868,,,,,,,04,2015,06,11
3869,,,,,,,05,2015,06,11
3870,,,,,,,06,2015,06,11
3871,,,,,,,07,2015,06,11
3872,,,,,,,08,2015,06,11
3873,,,,,,,09,2015,06,11
3874,,,,,,,10,2015,06,11
3875,,,,,,,11,2015,06,11
3876,,,,,,,12,2015,06,11
3877,,,,,,,13,2015,06,11
3878,,,,,,,14,2015,06,11
3879,,,,,,,15,2015,06,11
3880,,,,,,,16,2015,06,11
3881,,,,,,,17,2015,06,11
3882,,,,,,,18,2015,06,11
3883,,,,,,,19,2015,06,11
3884,,,,,,,20,2015,06,11
3885,,,,,,,21,2015,06,11
3886,,,,,,,22,2015,06,11
3887,,,,,,,23,2015,06,11
3888,,,,,,,00,2015,06,12
3889,,,,,,,01,2015,06,12
3890,,,,,,,02,2015,06,12
3891,,,,,,,03,2015,06,12
3892,,,,,,,04,2015,06,12
3893,,,,,,,05,2015,06,12
3894,,,,,,,06,2015,06,12
3895,,,,,,,07,2015,06,12
3896,,,,,,,08,2015,06,12
3897,,,,,,,09,2015,06,12
3898,,,,,,,10,2015,06,12
3899,,,,,,,11,2015,06,12
3900,,,,,,,12,2015,06,12
3901,,,,,,,13,2015,06,12
3902,,,,,,,14,2015,06,12
3903,,,,,,,15,2015,06,12
3904,,,,,,,16,2015,06,12
3905,,,,,,,17,2015,06,12
3906,,,,,,,18,2015,06,12
3907,,,,,,,19,2015,06,12
3908,,,,,,,20,2015,06,12
3909,,,,,,,21,2015,06,12
3910,,,,,,,22,2015,06,12
3911,,,,,,,23,2015,06,12
3912,,,,,,,00,2015,06,13
3913,,,,,,,01,2015,06,13
3914,,,,,,,02,2015,06,13
3915,,,,,,,03,2015,06,13
3916,,,,,,,04,2015,06,13
3917,,,,,,,05,2015,06,13
3918,,,,,,,06,2015,06,13
3919,,,,,,,07,2015,06,13
3920,,,,,,,08,2015,06,13
3921,,,,,,,09,2015,06,13
3922,,,,,,,10,2015,06,13
3923,,,,,,,11,2015,06,13
3924,,,,,,,12,2015,06,13
3925,,,,,,,13,2015,06,13
3926,,,,,,,14,2015,06,13
3927,,,,,,,15,2015,06,13
3928,,,,,,,16,2015,06,13
3929,,,,,,,17,2015,06,13
3930,,,,,,,18,2015,06,13
3931,,,,,,,19,2015,06,13
3932,,,,,,,20,2015,06,13
3933,,,,,,,21,2015,06,13
3934,,,,,,,22,2015,06,13
3935,,,,,,,23,2015,06,13
3936,,,,,,,00,2015,06,14
3937,,,,,,,01,2015,06,14
3938,,,,,,,02,2015,06,14
3939,,,,,,,03,2015,06,14
3940,,,,,,,04,2015,06,14
3941,,,,,,,05,2015,06,14
3942,,,,,,,06,2015,06,14
3943,,,,,,,07,2015,06,14
3944,,,,,,,08,2015,06,14
3945,,,,,,,09,2015,06,14
3946,,,,,,,10,2015,06,14
3947,,,,,,,11,2015,06,14
3948,,,,,,,12,2015,06,14
3949,,,,,,,13,2015,06,14
3950,,,,,,,14,2015,06,14
3951,,,,,,,15,2015,06,14
3952,,,,,,,16,2015,06,14
3953,,,,,,,17,2015,06,14
3954,,,,,,,18,2015,06,14
3955,,,,,,,19,2015,06,14
3956,,,,,,,20,2015,06,14
3957,,,,,,,21,2015,06,14
3958,,,,,,,22,2015,06,14
3959,,,,,,,23,2015,06,14
3960,,,,,,,00,2015,06,15
3961,,,,,,,01,2015,06,15
3962,,,,,,,02,2015,06,15
3963,,,,,,,03,2015,06,15
3964,,,,,,,04,2015,06,15
3965,,,,,,,05,2015,06,15
3966,,,,,,,06,2015,06,15
3967,,,,,,,07,2015,06,15
3968,,,,,,,08,2015,06,15
3969,,,,,,,09,2015,06,15
3970,,,,,,,10,2015,06,15
3971,,,,,,,11,2015,06,15
3972,,,,,,,12,2015,06,15
3973,,,,,,,13,2015,06,15
3974,,,,,,,14,2015,06,15
3975,,,,,,,15,2015,06,15
3976,,,,,,,16,2015,06,15
3977,,,,,,,17,2015,06,15
3978,,,,,,,18,2015,06,15
3979,,,,,,,19,2015,06,15
3980,,,,,,,20,2015,06,15
3981,,,,,,,21,2015,06,15
3982,,,,,,,22,2015,06,15
3983,,,,,,,23,2015,06,15
3984,,,,,,,00,2015,06,16
3985,,,,,,,01,2015,06,16
3986,,,,,,,02,2015,06,16
3987,,,,,,,03,2015,06,16
3988,,,,,,,04,2015,06,16
3989,,,,,,,05,2015,06,16
3990,,,,,,,06,2015,06,16
3991,,,,,,,07,2015,06,16
3992,,,,,,,08,2015,06,16
3993,,,,,,,09,2015,06,16
3994,,,,,,,10,2015,06,16
3995,,,,,,,11,2015,06,16
3996,,,,,,,12,2015,06,16
3997,,,,,,,13,2015,06,16
3998,,,,,,,14,2015,06,16
3999,,,,,,,15,2015,06,16
4000,,,,,,,16,2015,06,16
4001,,,,,,,17,2015,06,16
4002,,,,,,,18,2015,06,16
4003,,,,,,,19,2015,06,16
4004,,,,,,,20,2015,06,16
4005,,,,,,,21,2015,06,16
4006,,,,,,,22,2015,06,16
4007,,,,,,,23,2015,06,16
4008,,,,,,,00,2015,06,17
4009,,,,,,,01,2015,06,17
4010,,,,,,,02,2015,06,17
4011,,,,,,,03,2015,06,17
4012,,,,,,,04,2015,06,17
4013,,,,,,,05,2015,06,17
4014,,,,,,,06,2015,06,17
4015,,,,,,,07,2015,06,17
4016,,,,,,,08,2015,06,17
4017,,,,,,,09,2015,06,17
4018,,,,,,,10,2015,06,17
4019,,,,,,,11,2015,06,17
4020,,,,,,,12,2015,06,17
4021,,,,,,,13,2015,06,17
4022,,,,,,,14,2015,06,17
4023,,,,,,,15,2015,06,17
4024,,,,,,,16,2015,06,17
4025,,,,,,,17,2015,06,17
4026,,,,,,,18,2015,06,17
4027,,,,,,,19,2015,06,17
4028,,,,,,,20,2015,06,17
4029,,,,,,,21,2015,06,17
4030,,,,,,,22,2015,06,17
4031,,,,,,,23,2015,06,17
4032,,,,,,,00,2015,06,18
4033,,,,,,,01,2015,06,18
4034,,,,,,,02,2015,06,18
4035,,,,,,,03,2015,06,18
4036,,,,,,,04,2015,06,18
4037,,,,,,,05,2015,06,18
4038,,,,,,,06,2015,06,18
4039,,,,,,,07,2015,06,18
4040,,,,,,,08,2015,06,18
4041,,,,,,,09,2015,06,18
4042,,,,,,,10,2015,06,18
4043,,,,,,,11,2015,06,18
4044,,,,,,,12,2015,06,18
4045,,,,,,,13,2015,06,18
4046,,,,,,,14,2015,06,18
4047,,,,,,,15,2015,06,18
4048,,,,,,,16,2015,06,18
4049,,,,,,,17,2015,06,18
4050,,,,,,,18,2015,06,18
4051,,,,,,,19,2015,06,18
4052,,,,,,,20,2015,06,18
4053,,,,,,,21,2015,06,18
4054,,,,,,,22,2015,06,18
4055,,,,,,,23,2015,06,18
4056,,,,,,,00,2015,06,19
4057,,,,,,,01,2015,06,19
4058,,,,,,,02,2015,06,19
4059,,,,,,,03,2015,06,19
4060,,,,,,,04,2015,06,19
4061,,,,,,,05,2015,06,19
4062,,,,,,,06,2015,06,19
4063,,,,,,,07,2015,06,19
4064,,,,,,,08,2015,06,19
4065,,,,,,,09,2015,06,19
4066,,,,,,,10,2015,06,19
4067,,,,,,,11,2015,06,19
4068,,,,,,,12,2015,06,19
4069,,,,,,,13,2015,06,19
4070,,,,,,,14,2015,06,19
4071,,,,,,,15,2015,06,19
4072,,,,,,,16,2015,06,19
4073,,,,,,,17,2015,06,19
4074,,,,,,,18,2015,06,19
4075,,,,,,,19,2015,06,19
4076,,,,,,,20,2015,06,19
4077,,,,,,,21,2015,06,19
4078,,,,,,,22,2015,06,19
4079,,,,,,,23,2015,06,19
4080,,,,,,,00,2015,06,20
4081,,,,,,,01,2015,06,20
4082,,,,,,,02,2015,06,20
4083,,,,,,,03,2015,06,20
4084,,,,,,,04,2015,06,20
4085,,,,,,,05,2015,06,20
4086,,,,,,,06,2015,06,20
4087,,,,,,,07,2015,06,20
4088,,,,,,,08,2015,06,20
4089,,,,,,,09,2015,06,20
4090,,,,,,,10,2015,06,20
4091,,,,,,,11,2015,06,20
4092,,,,,,,12,2015,06,20
4093,,,,,,,13,2015,06,20
4094,,,,,,,14,2015,06,20
4095,,,,,,,15,2015,06,20
4096,,,,,,,16,2015,06,20
4097,,,,,,,17,2015,06,20
4098,,,,,,,18,2015,06,20
4099,,,,,,,19,2015,06,20
4100,,,,,,,20,2015,06,20
4101,,,,,,,21,2015,06,20
4102,,,,,,,22,2015,06,20
4103,,,,,,,23,2015,06,20
4104,,,,,,,00,2015,06,21
4105,,,,,,,01,2015,06,21
4106,,,,,,,02,2015,06,21
4107,,,,,,,03,2015,06,21
4108,,,,,,,04,2015,06,21
4109,,,,,,,05,2015,06,21
4110,,,,,,,06,2015,06,21
4111,,,,,,,07,2015,06,21
4112,,,,,,,08,2015,06,21
4113,,,,,,,09,2015,06,21
4114,,,,,,,10,2015,06,21
4115,,,,,,,11,2015,06,21
4116,,,,,,,12,2015,06,21
4117,,,,,,,13,2015,06,21
4118,,,,,,,14,2015,06,21
4119,,,,,,,15,2015,06,21
4120,,,,,,,16,2015,06,21
4121,,,,,,,17,2015,06,21
4122,,,,,,,18,2015,06,21
4123,,,,,,,19,2015,06,21
4124,,,,,,,20,2015,06,21
4125,,,,,,,21,2015,06,21
4126,,,,,,,22,2015,06,21
4127,,,,,,,23,2015,06,21
4128,,,,,,,00,2015,06,22
4129,,,,,,,01,2015,06,22
4130,,,,,,,02,2015,06,22
4131,,,,,,,03,2015,06,22
4132,,,,,,,04,2015,06,22
4133,,,,,,,05,2015,06,22
4134,,,,,,,06,2015,06,22
4135,,,,,,,07,2015,06,22
4136,,,,,,,08,2015,06,22
4137,,,,,,,09,2015,06,22
4138,,,,,,,10,2015,06,22
4139,,,,,,,11,2015,06,22
4140,,,,,,,12,2015,06,22
4141,,,,,,,13,2015,06,22
4142,,,,,,,14,2015,06,22
4143,,,,,,,15,2015,06,22
4144,,,,,,,16,2015,06,22
4145,,,,,,,17,2015,06,22
4146,,,,,,,18,2015,06,22
4147,,,,,,,19,2015,06,22
4148,,,,,,,20,2015,06,22
4149,,,,,,,21,2015,06,22
4150,,,,,,,22,2015,06,22
4151,,,,,,,23,2015,06,22
4152,,,,,,,00,2015,06,23
4153,,,,,,,01,2015,06,23
4154,,,,,,,02,2015,06,23
4155,,,,,,,03,2015,06,23
4156,,,,,,,04,2015,06,23
4157,,,,,,,05,2015,06,23
4158,,,,,,,06,2015,06,23
4159,,,,,,,07,2015,06,23
4160,,,,,,,08,2015,06,23
4161,,,,,,,09,2015,06,23
4162,,,,,,,10,2015,06,23
4163,,,,,,,11,2015,06,23
4164,,,,,,,12,2015,06,23
4165,,,,,,,13,2015,06,23
4166,,,,,,,14,2015,06,23
4167,,,,,,,15,2015,06,23
4168,,,,,,,16,2015,06,23
4169,,,,,,,17,2015,06,23
4170,,,,,,,18,2015,06,23
4171,,,,,,,19,2015,06,23
4172,,,,,,,20,2015,06,23
4173,,,,,,,21,2015,06,23
4174,,,,,,,22,2015,06,23
4175,,,,,,,23,2015,06,23
4176,,,,,,,00,2015,06,24
4177,,,,,,,01,2015,06,24
4178,,,,,,,02,2015,06,24
4179,,,,,,,03,2015,06,24
4180,,,,,,,04,2015,06,24
4181,,,,,,,05,2015,06,24
4182,,,,,,,06,2015,06,24
4183,,,,,,,07,2015,06,24
4184,,,,,,,08,2015,06,24
4185,,,,,,,09,2015,06,24
4186,,,,,,,10,2015,06,24
4187,,,,,,,11,2015,06,24
4188,,,,,,,12,2015,06,24
4189,,,,,,,13,2015,06,24
4190,,,,,,,14,2015,06,24
4191,,,,,,,15,2015,06,24
4192,,,,,,,16,2015,06,24
4193,,,,,,,17,2015,06,24
4194,,,,,,,18,2015,06,24
4195,,,,,,,19,2015,06,24
4196,,,,,,,20,2015,06,24
4197,,,,,,,21,2015,06,24
4198,,,,,,,22,2015,06,24
4199,,,,,,,23,2015,06,24
4200,,,,,,,00,2015,06,25
4201,,,,,,,01,2015,06,25
4202,,,,,,,02,2015,06,25
4203,,,,,,,03,2015,06,25
4204,,,,,,,04,2015,06,25
4205,,,,,,,05,2015,06,25
4206,,,,,,,06,2015,06,25
4207,,,,,,,07,2015,06,25
4208,,,,,,,08,2015,06,25
4209,,,,,,,09,2015,06,25
4210,,,,,,,10,2015,06,25
4211,,,,,,,11,2015,06,25
4212,,,,,,,12,2015,06,25
4213,,,,,,,13,2015,06,25
4214,,,,,,,14,2015,06,25
4215,,,,,,,15,2015,06,25
4216,,,,,,,16,2015,06,25
4217,,,,,,,17,2015,06,25
4218,,,,,,,18,2015,06,25
4219,,,,,,,19,2015,06,25
4220,,,,,,,20,2015,06,25
4221,,,,,,,21,2015,06,25
4222,,,,,,,22,2015,06,25
4223,,,,,,,23,2015,06,25
4224,,,,,,,00,2015,06,26
4225,,,,,,,01,2015,06,26
4226,,,,,,,02,2015,06,26
4227,,,,,,,03,2015,06,26
4228,,,,,,,04,2015,06,26
4229,,,,,,,05,2015,06,26
4230,,,,,,,06,2015,06,26
4231,,,,,,,07,2015,06,26
4232,,,,,,,08,2015,06,26
4233,,,,,,,09,2015,06,26
4234,,,,,,,10,2015,06,26
4235,,,,,,,11,2015,06,26
4236,,,,,,,12,2015,06,26
4237,,,,,,,13,2015,06,26
4238,,,,,,,14,2015,06,26
4239,,,,,,,15,2015,06,26
4240,,,,,,,16,2015,06,26
4241,,,,,,,17,2015,06,26
4242,,,,,,,18,2015,06,26
4243,,,,,,,19,2015,06,26
4244,,,,,,,20,2015,06,26
4245,,,,,,,21,2015,06,26
4246,,,,,,,22,2015,06,26
4247,,,,,,,23,2015,06,26
4248,,,,,,,00,2015,06,27
4249,,,,,,,01,2015,06,27
4250,,,,,,,02,2015,06,27
4251,,,,,,,03,2015,06,27
4252,,,,,,,04,2015,06,27
4253,,,,,,,05,2015,06,27
4254,,,,,,,06,2015,06,27
4255,,,,,,,07,2015,06,27
4256,,,,,,,08,2015,06,27
4257,,,,,,,09,2015,06,27
4258,,,,,,,10,2015,06,27
4259,,,,,,,11,2015,06,27
4260,,,,,,,12,2015,06,27
4261,,,,,,,13,2015,06,27
4262,,,,,,,14,2015,06,27
4263,,,,,,,15,2015,06,27
4264,,,,,,,16,2015,06,27
4265,,,,,,,17,2015,06,27
4266,,,,,,,18,2015,06,27
4267,,,,,,,19,2015,06,27
4268,,,,,,,20,2015,06,27
4269,,,,,,,21,2015,06,27
4270,,,,,,,22,2015,06,27
4271,,,,,,,23,2015,06,27
4272,,,,,,,00,2015,06,28
4273,,,,,,,01,2015,06,28
4274,,,,,,,02,2015,06,28
4275,,,,,,,03,2015,06,28
4276,,,,,,,04,2015,06,28
4277,,,,,,,05,2015,06,28
4278,,,,,,,06,2015,06,28
4279,,,,,,,07,2015,06,28
4280,,,,,,,08,2015,06,28
4281,,,,,,,09,2015,06,28
4282,,,,,,,10,2015,06,28
4283,,,,,,,11,2015,06,28
4284,,,,,,,12,2015,06,28
4285,,,,,,,13,2015,06,28
4286,,,,,,,14,2015,06,28
4287,,,,,,,15,2015,06,28
4288,,,,,,,16,2015,06,28
4289,,,,,,,17,2015,06,28
4290,,,,,,,18,2015,06,28
4291,,,,,,,19,2015,06,28
4292,,,,,,,20,2015,06,28
4293,,,,,,,21,2015,06,28
4294,,,,,,,22,2015,06,28
4295,,,,,,,23,2015,06,28
4296,,,,,,,00,2015,06,29
4297,,,,,,,01,2015,06,29
4298,,,,,,,02,2015,06,29
4299,,,,,,,03,2015,06,29
4300,,,,,,,04,2015,06,29
4301,,,,,,,05,2015,06,29
4302,,,,,,,06,2015,06,29
4303,,,,,,,07,2015,06,29
4304,,,,,,,08,2015,06,29
4305,,,,,,,09,2015,06,29
4306,,,,,,,10,2015,06,29
4307,,,,,,,11,2015,06,29
4308,,,,,,,12,2015,06,29
4309,,,,,,,13,2015,06,29
4310,,,,,,,14,2015,06,29
4311,,,,,,,15,2015,06,29
4312,,,,,,,16,2015,06,29
4313,,,,,,,17,2015,06,29
4314,,,,,,,18,2015,06,29
4315,,,,,,,19,2015,06,29
4316,,,,,,,20,2015,06,29
4317,,,,,,,21,2015,06,29
4318,,,,,,,22,2015,06,29
4319,,,,,,,23,2015,06,29
4320,,,,,,,00,2015,06,30
4321,,,,,,,01,2015,06,30
4322,,,,,,,02,2015,06,30
4323,,,,,,,03,2015,06,30
4324,,,,,,,04,2015,06,30
4325,,,,,,,05,2015,06,30
4326,,,,,,,06,2015,06,30
4327,,,,,,,07,2015,06,30
4328,,,,,,,08,2015,06,30
4329,,,,,,,09,2015,06,30
4330,,,,,,,10,2015,06,30
4331,,,,,,,11,2015,06,30
4332,,,,,,,12,2015,06,30
4333,,,,,,,13,2015,06,30
4334,,,,,,,14,2015,06,30
4335,,,,,,,15,2015,06,30
4336,,,,,,,16,2015,06,30
4337,,,,,,,17,2015,06,30
4338,,,,,,,18,2015,06,30
4339,,,,,,,19,2015,06,30
4340,,,,,,,20,2015,06,30
4341,,,,,,,21,2015,06,30
4342,,,,,,,22,2015,06,30
4343,,,,,,,23,2015,06,30
4344,,,,,,,00,2015,07,01
4345,,,,,,,01,2015,07,01
4346,,,,,,,02,2015,07,01
4347,,,,,,,03,2015,07,01
4348,,,,,,,04,2015,07,01
4349,,,,,,,05,2015,07,01
4350,,,,,,,06,2015,07,01
4351,,,,,,,07,2015,07,01
4352,,,,,,,08,2015,07,01
4353,,,,,,,09,2015,07,01
4354,,,,,,,10,2015,07,01
4355,,,,,,,11,2015,07,01
4356,,,,,,,12,2015,07,01
4357,,,,,,,13,2015,07,01
4358,,,,,,,14,2015,07,01
4359,,,,,,,15,2015,07,01
4360,,,,,,,16,2015,07,01
4361,,,,,,,17,2015,07,01
4362,,,,,,,18,2015,07,01
4363,,,,,,,19,2015,07,01
4364,,,,,,,20,2015,07,01
4365,,,,,,,21,2015,07,01
4366,,,,,,,22,2015,07,01
4367,,,,,,,23,2015,07,01
4368,,,,,,,00,2015,07,02
4369,,,,,,,01,2015,07,02
4370,,,,,,,02,2015,07,02
4371,,,,,,,03,2015,07,02
4372,,,,,,,04,2015,07,02
4373,,,,,,,05,2015,07,02
4374,,,,,,,06,2015,07,02
4375,,,,,,,07,2015,07,02
4376,,,,,,,08,2015,07,02
4377,,,,,,,09,2015,07,02
4378,,,,,,,10,2015,07,02
4379,,,,,,,11,2015,07,02
4380,,,,,,,12,2015,07,02
4381,,,,,,,13,2015,07,02
4382,,,,,,,14,2015,07,02
4383,,,,,,,15,2015,07,02
4384,,,,,,,16,2015,07,02
4385,,,,,,,17,2015,07,02
4386,,,,,,,18,2015,07,02
4387,,,,,,,19,2015,07,02
4388,,,,,,,20,2015,07,02
4389,,,,,,,21,2015,07,02
4390,,,,,,,22,2015,07,02
4391,,,,,,,23,2015,07,02
4392,,,,,,,00,2015,07,03
4393,,,,,,,01,2015,07,03
4394,,,,,,,02,2015,07,03
4395,,,,,,,03,2015,07,03
4396,,,,,,,04,2015,07,03
4397,,,,,,,05,2015,07,03
4398,,,,,,,06,2015,07,03
4399,,,,,,,07,2015,07,03
4400,,,,,,,08,2015,07,03
4401,,,,,,,09,2015,07,03
4402,,,,,,,10,2015,07,03
4403,,,,,,,11,2015,07,03
4404,,,,,,,12,2015,07,03
4405,,,,,,,13,2015,07,03
4406,,,,,,,14,2015,07,03
4407,,,,,,,15,2015,07,03
4408,,,,,,,16,2015,07,03
4409,,,,,,,17,2015,07,03
4410,,,,,,,18,2015,07,03
4411,,,,,,,19,2015,07,03
4412,,,,,,,20,2015,07,03
4413,,,,,,,21,2015,07,03
4414,,,,,,,22,2015,07,03
4415,,,,,,,23,2015,07,03
4416,,,,,,,00,2015,07,04
4417,,,,,,,01,2015,07,04
4418,,,,,,,02,2015,07,04
4419,,,,,,,03,2015,07,04
4420,,,,,,,04,2015,07,04
4421,,,,,,,05,2015,07,04
4422,,,,,,,06,2015,07,04
4423,,,,,,,07,2015,07,04
4424,,,,,,,08,2015,07,04
4425,,,,,,,09,2015,07,04
4426,,,,,,,10,2015,07,04
4427,,,,,,,11,2015,07,04
4428,,,,,,,12,2015,07,04
4429,,,,,,,13,2015,07,04
4430,,,,,,,14,2015,07,04
4431,,,,,,,15,2015,07,04
4432,,,,,,,16,2015,07,04
4433,,,,,,,17,2015,07,04
4434,,,,,,,18,2015,07,04
4435,,,,,,,19,2015,07,04
4436,,,,,,,20,2015,07,04
4437,,,,,,,21,2015,07,04
4438,,,,,,,22,2015,07,04
4439,,,,,,,23,2015,07,04
4440,,,,,,,00,2015,07,05
4441,,,,,,,01,2015,07,05
4442,,,,,,,02,2015,07,05
4443,,,,,,,03,2015,07,05
4444,,,,,,,04,2015,07,05
4445,,,,,,,05,2015,07,05
4446,,,,,,,06,2015,07,05
4447,,,,,,,07,2015,07,05
4448,,,,,,,08,2015,07,05
4449,,,,,,,09,2015,07,05
4450,,,,,,,10,2015,07,05
4451,,,,,,,11,2015,07,05
4452,,,,,,,12,2015,07,05
4453,,,,,,,13,2015,07,05
4454,,,,,,,14,2015,07,05
4455,,,,,,,15,2015,07,05
4456,,,,,,,16,2015,07,05
4457,,,,,,,17,2015,07,05
4458,,,,,,,18,2015,07,05
4459,,,,,,,19,2015,07,05
4460,,,,,,,20,2015,07,05
4461,,,,,,,21,2015,07,05
4462,,,,,,,22,2015,07,05
4463,,,,,,,23,2015,07,05
4464,,,,,,,00,2015,07,06
4465,,,,,,,01,2015,07,06
4466,,,,,,,02,2015,07,06
4467,,,,,,,03,2015,07,06
4468,,,,,,,04,2015,07,06
4469,,,,,,,05,2015,07,06
4470,,,,,,,06,2015,07,06
4471,,,,,,,07,2015,07,06
4472,,,,,,,08,2015,07,06
4473,,,,,,,09,2015,07,06
4474,,,,,,,10,2015,07,06
4475,,,,,,,11,2015,07,06
4476,,,,,,,12,2015,07,06
4477,,,,,,,13,2015,07,06
4478,,,,,,,14,2015,07,06
4479,,,,,,,15,2015,07,06
4480,,,,,,,16,2015,07,06
4481,,,,,,,17,2015,07,06
4482,,,,,,,18,2015,07,06
4483,,,,,,,19,2015,07,06
4484,,,,,,,20,2015,07,06
4485,,,,,,,21,2015,07,06
4486,,,,,,,22,2015,07,06
4487,,,,,,,23,2015,07,06
4488,,,,,,,00,2015,07,07
4489,,,,,,,01,2015,07,07
4490,,,,,,,02,2015,07,07
4491,,,,,,,03,2015,07,07
4492,,,,,,,04,2015,07,07
4493,,,,,,,05,2015,07,07
4494,,,,,,,06,2015,07,07
4495,,,,,,,07,2015,07,07
4496,,,,,,,08,2015,07,07
4497,,,,,,,09,2015,07,07
4498,,,,,,,10,2015,07,07
4499,,,,,,,11,2015,07,07
4500,,,,,,,12,2015,07,07
4501,,,,,,,13,2015,07,07
4502,,,,,,,14,2015,07,07
4503,,,,,,,15,2015,07,07
4504,,,,,,,16,2015,07,07
4505,,,,,,,17,2015,07,07
4506,,,,,,,18,2015,07,07
4507,,,,,,,19,2015,07,07
4508,,,,,,,20,2015,07,07
4509,,,,,,,21,2015,07,07
4510,,,,,,,22,2015,07,07
4511,,,,,,,23,2015,07,07
4512,,,,,,,00,2015,07,08
4513,,,,,,,01,2015,07,08
4514,,,,,,,02,2015,07,08
4515,,,,,,,03,2015,07,08
4516,,,,,,,04,2015,07,08
4517,,,,,,,05,2015,07,08
4518,,,,,,,06,2015,07,08
4519,,,,,,,07,2015,07,08
4520,,,,,,,08,2015,07,08
4521,,,,,,,09,2015,07,08
4522,,,,,,,10,2015,07,08
4523,,,,,,,11,2015,07,08
4524,,,,,,,12,2015,07,08
4525,,,,,,,13,2015,07,08
4526,,,,,,,14,2015,07,08
4527,,,,,,,15,2015,07,08
4528,,,,,,,16,2015,07,08
4529,,,,,,,17,2015,07,08
4530,,,,,,,18,2015,07,08
4531,,,,,,,19,2015,07,08
4532,,,,,,,20,2015,07,08
4533,,,,,,,21,2015,07,08
4534,,,,,,,22,2015,07,08
4535,,,,,,,23,2015,07,08
4536,,,,,,,00,2015,07,09
4537,,,,,,,01,2015,07,09
4538,,,,,,,02,2015,07,09
4539,,,,,,,03,2015,07,09
4540,,,,,,,04,2015,07,09
4541,,,,,,,05,2015,07,09
4542,,,,,,,06,2015,07,09
4543,,,,,,,07,2015,07,09
4544,,,,,,,08,2015,07,09
4545,,,,,,,09,2015,07,09
4546,,,,,,,10,2015,07,09
4547,,,,,,,11,2015,07,09
4548,,,,,,,12,2015,07,09
4549,,,,,,,13,2015,07,09
4550,,,,,,,14,2015,07,09
4551,,,,,,,15,2015,07,09
4552,,,,,,,16,2015,07,09
4553,,,,,,,17,2015,07,09
4554,,,,,,,18,2015,07,09
4555,,,,,,,19,2015,07,09
4556,,,,,,,20,2015,07,09
4557,,,,,,,21,2015,07,09
4558,,,,,,,22,2015,07,09
4559,,,,,,,23,2015,07,09
4560,,,,,,,00,2015,07,10
4561,,,,,,,01,2015,07,10
4562,,,,,,,02,2015,07,10
4563,,,,,,,03,2015,07,10
4564,,,,,,,04,2015,07,10
4565,,,,,,,05,2015,07,10
4566,,,,,,,06,2015,07,10
4567,,,,,,,07,2015,07,10
4568,,,,,,,08,2015,07,10
4569,,,,,,,09,2015,07,10
4570,,,,,,,10,2015,07,10
4571,,,,,,,11,2015,07,10
4572,,,,,,,12,2015,07,10
4573,,,,,,,13,2015,07,10
4574,,,,,,,14,2015,07,10
4575,,,,,,,15,2015,07,10
4576,,,,,,,16,2015,07,10
4577,,,,,,,17,2015,07,10
4578,,,,,,,18,2015,07,10
4579,,,,,,,19,2015,07,10
4580,,,,,,,20,2015,07,10
4581,,,,,,,21,2015,07,10
4582,,,,,,,22,2015,07,10
4583,,,,,,,23,2015,07,10
4584,,,,,,,00,2015,07,11
4585,,,,,,,01,2015,07,11
4586,,,,,,,02,2015,07,11
4587,,,,,,,03,2015,07,11
4588,,,,,,,04,2015,07,11
4589,,,,,,,05,2015,07,11
4590,,,,,,,06,2015,07,11
4591,,,,,,,07,2015,07,11
4592,,,,,,,08,2015,07,11
4593,,,,,,,09,2015,07,11
4594,,,,,,,10,2015,07,11
4595,,,,,,,11,2015,07,11
4596,,,,,,,12,2015,07,11
4597,,,,,,,13,2015,07,11
4598,,,,,,,14,2015,07,11
4599,,,,,,,15,2015,07,11
4600,,,,,,,16,2015,07,11
4601,,,,,,,17,2015,07,11
4602,,,,,,,18,2015,07,11
4603,,,,,,,19,2015,07,11
4604,,,,,,,20,2015,07,11
4605,,,,,,,21,2015,07,11
4606,,,,,,,22,2015,07,11
4607,,,,,,,23,2015,07,11
4608,,,,,,,00,2015,07,12
4609,,,,,,,01,2015,07,12
4610,,,,,,,02,2015,07,12
4611,,,,,,,03,2015,07,12
4612,,,,,,,04,2015,07,12
